id,price,effective_date,display_field,pricebook_id,pricebook,default_supplier,supplier_trade_id,supplier_trade
24025,0.0091,27/06/2023 6:10,PLUMBER : CDP : Complete Down Pipes,43249,CDP,TRUE,272,PLUMBER
35988,0.0091,27/02/2024 0:30,Envy Plumbing : CDP : Complete Down Pipes,43249,CDP,FALSE,664,Envy Plumbing
37388,0.0091,20/10/2024 3:36,Spot On Plumbing and Drainage : CDP : Complete Down Pipes,43249,CDP,TRUE,791,Spot On Plumbing and Drainage
37592,0.0091,25/02/2025 2:34,PAL Plumbing : CDP : Complete Down Pipes,43249,CDP,FALSE,834,PAL Plumbing
35309,1,4/12/2023 5:18,BSK and associates : FEATUREWALL : Quote for Feature Wall - Supply and Install,43250,FEATUREWALL,FALSE,587,BSK and associates
24024,1,27/06/2023 6:10,BRICKLAYER : FEATUREWALL : Quote for Feature Wall - Supply and Install,43250,FEATUREWALL,TRUE,320,BRICKLAYER
24023,4.2,27/06/2023 6:10,TIMBER FRAME : MGP129045 : Pine 90 X 45 MGP12,43251,MGP129045,TRUE,242,TIMBER FRAME
24022,29.9,27/06/2023 6:10,LIGHT FIT : 2422WHT : 36 Watt Fluro Diffused,43252,2422WHT,FALSE,280,LIGHT FIT
31416,29.9,2/09/2023 7:59,MM Redland Bay : 2422WHT : 36 Watt Fluro Diffused,43252,2422WHT,FALSE,516,MM Redland Bay
35639,0,7/02/2024 4:26,All Clear Electrical : 2422WHT : 36 Watt Fluro Diffused,43252,2422WHT,FALSE,495,All Clear Electrical
35638,0,7/02/2024 4:26,All Clear Electrical : 2423WHT : 2 X 36 Watt Fluro Diffused,43253,2423WHT,FALSE,495,All Clear Electrical
31417,45,2/09/2023 7:59,MM Redland Bay : 2423WHT : 2 X 36 Watt Fluro Diffused,43253,2423WHT,FALSE,516,MM Redland Bay
24021,45,27/06/2023 6:10,LIGHT FIT : 2423WHT : 2 X 36 Watt Fluro Diffused,43253,2423WHT,FALSE,280,LIGHT FIT
24020,75.3091,27/06/2023 6:10,LIGHT FIT : F3055 : 3 Blade HPM Fan F3055,43254,F3055,FALSE,280,LIGHT FIT
31418,75.3091,2/09/2023 7:59,MM Redland Bay : F3055 : 3 Blade HPM Fan F3055,43254,F3055,FALSE,516,MM Redland Bay
35587,0,30/12/2024 14:00,All Clear Electrical : F3055 : 3 Blade HPM Fan F3055,43254,F3055,FALSE,495,All Clear Electrical
24019,130,27/06/2023 6:10,TEMPORARY POWER : CPA12 : Estimate Construction Power Allowance 12 Month Build,43255,CPA12,TRUE,247,TEMPORARY POWER
24018,70,27/06/2023 6:10,TEMPORARY POWER : CPA6 : Estimate Construction Power Allowance 6 Month Build,43256,CPA6,TRUE,247,TEMPORARY POWER
24017,100,27/06/2023 6:10,TEMPORARY POWER : CPA9 : Estimate Construction Power Allowance 9 Month Build,43257,CPA9,TRUE,247,TEMPORARY POWER
24016,50,27/06/2023 6:10,TEMPORARY POWER : CPA3 : Estimate Construction Power Allowance 3 Month Build,43258,CPA3,TRUE,247,TEMPORARY POWER
24015,309,27/06/2023 6:10,FLOOR COVERING : WDTDR : Water Damage and Turbo Dryer Rental,43259,WDTDR,TRUE,436,FLOOR COVERING
29112,309,2/09/2023 7:59,Flooring Creations QLD : WDTDR : Water Damage and Turbo Dryer Rental,43259,WDTDR,FALSE,504,Flooring Creations QLD
24014,6.4727,27/06/2023 6:10,EXTERNAL CLADDING : LZF : Linea Z Flashing 2700mm,43260,LZF,FALSE,298,EXTERNAL CLADDING
35825,6.4727,26/02/2024 23:00,Bunnings : LZF : Linea Z Flashing 2700mm,43260,LZF,TRUE,604,Bunnings
35440,6.4727,19/12/2023 0:29,Finlaysons Timber & Hardware Pty Ltd : LZF : Linea Z Flashing 2700mm,43260,LZF,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
35338,35,4/12/2023 5:19,Braiden Brothers Carpentry : CARPS : Privacy Screens - Install Only,43261,CARPS,FALSE,586,Braiden Brothers Carpentry
36298,35,5/03/2024 22:02,Joii Carpentry : CARPS : Privacy Screens - Install Only,43261,CARPS,FALSE,666,Joii Carpentry
36928,35,24/07/2024 23:28,Tekna Carpentry : CARPS : Privacy Screens - Install Only,43261,CARPS,TRUE,755,Tekna Carpentry
24013,35,27/06/2023 6:10,CARPENTER : CARPS : Privacy Screens - Install Only,43261,CARPS,FALSE,329,CARPENTER
32454,35,6/09/2023 11:54,Robs Carpentry : CARPS : Privacy Screens - Install Only,43261,CARPS,FALSE,538,Robs Carpentry
32387,35,8/09/2023 11:50,Sams carpentry SEQ : CARPS : Privacy Screens - Install Only,43261,CARPS,FALSE,490,Sams carpentry SEQ
24012,1,27/06/2023 6:10,MIRRORS : MIRRORQ : Mirrors as Per Quote,43262,MIRRORQ,FALSE,278,MIRRORS
34867,1,27/11/2023 5:40,Civic Shower Screens & Wardrobes : MIRRORQ : Mirrors as Per Quote,43262,MIRRORQ,TRUE,501,Civic Shower Screens & Wardrobes
24011,1,27/06/2023 6:10,DOOR FURNITURE : EXTLOCKQTE : External Locks as per Quote,43263,EXTLOCKQTE,FALSE,299,DOOR FURNITURE
32509,1,10/09/2023 6:02,Pre Hung Doors (PHD) : EXTLOCKQTE : External Locks as per Quote,43263,EXTLOCKQTE,TRUE,520,Pre Hung Doors (PHD)
29943,1,2/09/2023 7:59,Logan Concrete Sawing and Drilling : CONCUTQTE : Concrete Cutting as per Quote,43264,CONCUTQTE,TRUE,514,Logan Concrete Sawing and Drilling
24010,1,27/06/2023 6:10,CONCRETE CUTTING : CONCUTQTE : Concrete Cutting as per Quote,43264,CONCUTQTE,FALSE,313,CONCRETE CUTTING
24008,3.7727,27/06/2023 6:10,FIX-OUT MATERIALS : SDP11018 : Square Dressed Pine 110 X 18,43266,SDP11018,FALSE,294,FIX-OUT MATERIALS
31673,3.7727,2/09/2023 7:59,Pre Hung Doors (PHD) : SDP11018 : Square Dressed Pine 110 X 18,43266,SDP11018,TRUE,520,Pre Hung Doors (PHD)
32683,125.2909,19/10/2023 0:04,HARDWARE : FRWBL : Foil Breather Rino Wrap with Logo,43267,FRWBL,FALSE,291,HARDWARE
24007,125.2909,27/06/2023 6:10,SOFFIT : FRWBL : Foil Breather Rino Wrap with Logo,43267,FRWBL,TRUE,254,SOFFIT
29092,125.2909,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : FRWBL : Foil Breather Rino Wrap with Logo,43267,FRWBL,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
35895,125.2909,26/02/2024 23:00,Bunnings : FRWBL : Foil Breather Rino Wrap with Logo,43267,FRWBL,TRUE,604,Bunnings
35946,42.5,26/02/2024 23:00,Bunnings : NTD502.8G : Nail Timber Decking Galv 50 X 2.8 5kg,43268,NTD502.8G,TRUE,604,Bunnings
32734,42.5,19/10/2023 0:04,HARDWARE : NTD502.8G : Nail Timber Decking Galv 50 X 2.8 5kg,43268,NTD502.8G,FALSE,291,HARDWARE
29041,42.5,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : NTD502.8G : Nail Timber Decking Galv 50 X 2.8 5kg,43268,NTD502.8G,TRUE,503,Finlaysons Timber & Hardware Pty Ltd
24005,1,27/06/2023 6:10,ALARMS : VPQ : Vacuum System as Per Quote,43269,VPQ,TRUE,324,ALARMS
32852,3.56,18/10/2023 14:00,Finlaysons Timber & Hardware Pty Ltd : FJPR3131 : Radiata 31 X 31 Finger Jointed H3 Primed DAR,43270,FJPR3131,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
35871,3.663,26/02/2024 23:00,Bunnings : FJPR3131 : Radiata 31 X 31 Finger Jointed H3 Primed DAR,43270,FJPR3131,TRUE,604,Bunnings
35872,2.31,26/02/2024 23:00,Bunnings : FJPR4211 : Radiata 42 X 11 Finger Jointed H3 Primed DAR,43271,FJPR4211,TRUE,604,Bunnings
32851,2.31,18/10/2023 14:00,Finlaysons Timber & Hardware Pty Ltd : FJPR4211 : Radiata 42 X 11 Finger Jointed H3 Primed DAR,43271,FJPR4211,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
24002,17.0545,27/06/2023 6:10,TIMBER FRAME : HF14P100100 : Hardwood F14 Post 100 X 100,43272,HF14P100100,TRUE,242,TIMBER FRAME
24001,51.0273,27/06/2023 6:10,TIMBER FRAME : HF14P150150 : Hardwood F14 Post 150 X 150,43273,HF14P150150,TRUE,242,TIMBER FRAME
24000,90,27/06/2023 6:10,FENCING : FRPOL : Rail and Paling 1800 High Overlapped,43274,FRPOL,FALSE,296,FENCING
35670,96.5,21/02/2024 14:00,Joii Landscaping : FRPOL : Rail and Paling 1800 High Overlapped,43274,FRPOL,TRUE,635,Joii Landscaping
23999,90,27/06/2023 6:10,FENCING : FRPOANDC : Rail and Paling 1800 High Overlapped and Capped,43275,FRPOANDC,TRUE,296,FENCING
23998,25,27/06/2023 6:10,FENCING : SUF : One Sleeper Under Fence/Extended Post,43276,SUF,TRUE,296,FENCING
23997,160,27/06/2023 6:10,FENCING : FHS : Horizontal Hardwood Slats 90 X 19,43277,FHS,FALSE,296,FENCING
35671,234,21/02/2024 14:00,Joii Landscaping : FHS : Horizontal Hardwood Slats 90 X 19,43277,FHS,TRUE,635,Joii Landscaping
33012,247.2,31/10/2023 0:30,Pre Hung Doors (PHD) : PMAD101GRP : Corinthian Madison PMAD101 2040 X 820 Glazed Rice Paper,43278,PMAD101GRP,TRUE,520,Pre Hung Doors (PHD)
23996,247.2,27/06/2023 6:10,ENTRY DOORS : PMAD101GRP : Corinthian Madison PMAD101 2040 X 820 Glazed Rice Paper,43278,PMAD101GRP,FALSE,300,ENTRY DOORS
23995,359.4,27/06/2023 6:10,ENTRY DOORS : PMAD104GRP : Corinthian Madison PMAD104 2040 X 820 Glazed Rice Paper,43279,PMAD104GRP,FALSE,300,ENTRY DOORS
33013,359.4,31/10/2023 0:30,Pre Hung Doors (PHD) : PMAD104GRP : Corinthian Madison PMAD104 2040 X 820 Glazed Rice Paper,43279,PMAD104GRP,TRUE,520,Pre Hung Doors (PHD)
23994,82.6,27/06/2023 6:10,TIMBER FRAME : HF14P200200 : Hardwood F14 Post 200 X 200,43280,HF14P200200,TRUE,242,TIMBER FRAME
23993,1,27/06/2023 6:10,TURN KEY : FLYQTE : Fly Screen as per Quote,43281,FLYQTE,FALSE,240,TURN KEY
33364,1,27/11/2023 5:03,Lovering Installations QLD : FLYQTE : Fly Screen as per Quote,43281,FLYQTE,TRUE,515,Lovering Installations QLD
31837,200,2/09/2023 7:59,Sediment Erosion Control Services : SEDBAR20 : Supply and Install Sediment Barrier upto 30LM,43282,SEDBAR20,FALSE,522,Sediment Erosion Control Services
23992,200,27/06/2023 6:10,SEDIMENT CONTROL : SEDBAR20 : Supply and Install Sediment Barrier upto 30LM,43282,SEDBAR20,TRUE,260,SEDIMENT CONTROL
23991,6,27/06/2023 6:10,BRICKLAYER : BL100/200BLK : 100/200 series blockwork,43283,BL100/200BLK,TRUE,320,BRICKLAYER
35310,6,4/12/2023 5:18,BSK and associates : BL100/200BLK : 100/200 series blockwork,43283,BL100/200BLK,FALSE,587,BSK and associates
23990,1,27/06/2023 6:10,DECORATIVE MOULDINGS : DMQTE : Decorative Mouldings as per Quote,43284,DMQTE,TRUE,308,DECORATIVE MOULDINGS
23989,299,27/06/2023 6:10,WET SEAL : WS99F : Wet Seal Front Only 900 X 900,43285,WS99F,FALSE,234,WET SEAL
29176,299,2/09/2023 7:59,Gold Coast Gappng : WS99F : Wet Seal Front Only 900 X 900,43285,WS99F,FALSE,505,Gold Coast Gappng
29551,299,2/09/2023 7:59,Heartwood Industries Pty Ltd : WS99F : Wet Seal Front Only 900 X 900,43285,WS99F,FALSE,508,Heartwood Industries Pty Ltd
31588,299,2/09/2023 7:59,Nu Style Trade Pty Ltd : WS99F : Wet Seal Front Only 900 X 900,43285,WS99F,FALSE,518,Nu Style Trade Pty Ltd
36888,299,24/07/2024 4:05,Wayke Waterproofing. : WS99F : Wet Seal Front Only 900 X 900,43285,WS99F,TRUE,729,Wayke Waterproofing. Ware
36887,334,24/07/2024 4:05,Wayke Waterproofing. : WS1210F : Wet Seal Front Only 1200 X 1000,43286,WS1210F,TRUE,729,Wayke Waterproofing. Ware
31589,334,2/09/2023 7:59,Nu Style Trade Pty Ltd : WS1210F : Wet Seal Front Only 1200 X 1000,43286,WS1210F,FALSE,518,Nu Style Trade Pty Ltd
29552,334,2/09/2023 7:59,Heartwood Industries Pty Ltd : WS1210F : Wet Seal Front Only 1200 X 1000,43286,WS1210F,FALSE,508,Heartwood Industries Pty Ltd
29177,334,2/09/2023 7:59,Gold Coast Gappng : WS1210F : Wet Seal Front Only 1200 X 1000,43286,WS1210F,FALSE,505,Gold Coast Gappng
23988,334,27/06/2023 6:10,WET SEAL : WS1210F : Wet Seal Front Only 1200 X 1000,43286,WS1210F,FALSE,234,WET SEAL
23987,320,27/06/2023 6:10,WET SEAL : WS1010F : Wet Seal Front Only 1000 X 1000,43287,WS1010F,FALSE,234,WET SEAL
29178,320,2/09/2023 7:59,Gold Coast Gappng : WS1010F : Wet Seal Front Only 1000 X 1000,43287,WS1010F,FALSE,505,Gold Coast Gappng
29553,320,2/09/2023 7:59,Heartwood Industries Pty Ltd : WS1010F : Wet Seal Front Only 1000 X 1000,43287,WS1010F,FALSE,508,Heartwood Industries Pty Ltd
31590,320,2/09/2023 7:59,Nu Style Trade Pty Ltd : WS1010F : Wet Seal Front Only 1000 X 1000,43287,WS1010F,FALSE,518,Nu Style Trade Pty Ltd
36886,320,24/07/2024 4:05,Wayke Waterproofing. : WS1010F : Wet Seal Front Only 1000 X 1000,43287,WS1010F,TRUE,729,Wayke Waterproofing. Ware
36885,341,24/07/2024 4:05,Wayke Waterproofing. : WS1310F : Wet Seal Front Only 1300 X 1000,43288,WS1310F,TRUE,729,Wayke Waterproofing. Ware
31591,341,2/09/2023 7:59,Nu Style Trade Pty Ltd : WS1310F : Wet Seal Front Only 1300 X 1000,43288,WS1310F,FALSE,518,Nu Style Trade Pty Ltd
29554,341,2/09/2023 7:59,Heartwood Industries Pty Ltd : WS1310F : Wet Seal Front Only 1300 X 1000,43288,WS1310F,FALSE,508,Heartwood Industries Pty Ltd
29179,341,2/09/2023 7:59,Gold Coast Gappng : WS1310F : Wet Seal Front Only 1300 X 1000,43288,WS1310F,FALSE,505,Gold Coast Gappng
23986,341,27/06/2023 6:10,WET SEAL : WS1310F : Wet Seal Front Only 1300 X 1000,43288,WS1310F,FALSE,234,WET SEAL
23985,348,27/06/2023 6:10,WET SEAL : WS1410F : Wet Seal Front Only 1400 X 1000,43289,WS1410F,FALSE,234,WET SEAL
29180,348,2/09/2023 7:59,Gold Coast Gappng : WS1410F : Wet Seal Front Only 1400 X 1000,43289,WS1410F,FALSE,505,Gold Coast Gappng
29555,348,2/09/2023 7:59,Heartwood Industries Pty Ltd : WS1410F : Wet Seal Front Only 1400 X 1000,43289,WS1410F,FALSE,508,Heartwood Industries Pty Ltd
31592,348,2/09/2023 7:59,Nu Style Trade Pty Ltd : WS1410F : Wet Seal Front Only 1400 X 1000,43289,WS1410F,FALSE,518,Nu Style Trade Pty Ltd
36884,348,24/07/2024 4:05,Wayke Waterproofing. : WS1410F : Wet Seal Front Only 1400 X 1000,43289,WS1410F,TRUE,729,Wayke Waterproofing. Ware
23983,19.9364,27/06/2023 6:10,HARDWARE : BNCG12100BOX : Bolt & Nut Cup Galv 12 X 100mm P/25,43291,BNCG12100BOX,FALSE,291,HARDWARE
29042,19.9364,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : BNCG12100BOX : Bolt & Nut Cup Galv 12 X 100mm P/25,43291,BNCG12100BOX,TRUE,503,Finlaysons Timber & Hardware Pty Ltd
35945,19.9364,26/02/2024 23:00,Bunnings : BNCG12100BOX : Bolt & Nut Cup Galv 12 X 100mm P/25,43291,BNCG12100BOX,TRUE,604,Bunnings
32732,22.8727,19/10/2023 0:04,HARDWARE : BNCG12120BOX : Bolt & Nut Cup Galv 12 X 120mm P/25,43292,BNCG12120BOX,FALSE,291,HARDWARE
35944,22.8727,26/02/2024 23:00,Bunnings : BNCG12120BOX : Bolt & Nut Cup Galv 12 X 120mm P/25,43292,BNCG12120BOX,TRUE,604,Bunnings
29043,22.8727,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : BNCG12120BOX : Bolt & Nut Cup Galv 12 X 120mm P/25,43292,BNCG12120BOX,TRUE,503,Finlaysons Timber & Hardware Pty Ltd
23981,24.6091,27/06/2023 6:10,HARDWARE : BNCG12140BOX : Bolt & Nut Cup Galv 12 X 140mm P/25,43293,BNCG12140BOX,FALSE,291,HARDWARE
29044,24.6091,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : BNCG12140BOX : Bolt & Nut Cup Galv 12 X 140mm P/25,43293,BNCG12140BOX,TRUE,503,Finlaysons Timber & Hardware Pty Ltd
35943,24.6091,26/02/2024 23:00,Bunnings : BNCG12140BOX : Bolt & Nut Cup Galv 12 X 140mm P/25,43293,BNCG12140BOX,TRUE,604,Bunnings
32730,35.9091,19/10/2023 0:04,HARDWARE : BNCG12180BOX : Bolt & Nut Cup Galv 12 X 180mm P/25,43294,BNCG12180BOX,FALSE,291,HARDWARE
35942,35.9091,26/02/2024 23:00,Bunnings : BNCG12180BOX : Bolt & Nut Cup Galv 12 X 180mm P/25,43294,BNCG12180BOX,TRUE,604,Bunnings
29045,35.9091,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : BNCG12180BOX : Bolt & Nut Cup Galv 12 X 180mm P/25,43294,BNCG12180BOX,TRUE,503,Finlaysons Timber & Hardware Pty Ltd
23979,33.4818,27/06/2023 6:10,HARDWARE : SP30301.0 : Strapping Punched 30m x 30mm x 1.0mm,43295,SP30301.0,FALSE,291,HARDWARE
29046,33.4818,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : SP30301.0 : Strapping Punched 30m x 30mm x 1.0mm,43295,SP30301.0,TRUE,503,Finlaysons Timber & Hardware Pty Ltd
35941,33.4818,26/02/2024 23:00,Bunnings : SP30301.0 : Strapping Punched 30m x 30mm x 1.0mm,43295,SP30301.0,TRUE,604,Bunnings
23978,3.6636,27/06/2023 6:10,FIX-OUT MATERIALS : SDP9218LOSP : Square Dressed Pine 92 X 18 LOSP,43296,SDP9218LOSP,FALSE,294,FIX-OUT MATERIALS
31674,3.6636,2/09/2023 7:59,Pre Hung Doors (PHD) : SDP9218LOSP : Square Dressed Pine 92 X 18 LOSP,43296,SDP9218LOSP,TRUE,520,Pre Hung Doors (PHD)
31675,5.0636,2/09/2023 7:59,Pre Hung Doors (PHD) : SDP11218 : FJDAR Dressed Pine 112 X 18 Primed,43297,SDP11218,TRUE,520,Pre Hung Doors (PHD)
23977,5.0636,27/06/2023 6:10,FIX-OUT MATERIALS : SDP11218 : FJDAR Dressed Pine 112 X 18 Primed,43297,SDP11218,FALSE,294,FIX-OUT MATERIALS
23976,72.2091,27/06/2023 6:10,FIX-OUT MATERIALS : CSES2462090 : Cavity Slider 2040 X 620 X 90mm Ezi-Slide,43298,CSES2462090,FALSE,294,FIX-OUT MATERIALS
31676,72.2091,2/09/2023 7:59,Pre Hung Doors (PHD) : CSES2462090 : Cavity Slider 2040 X 620 X 90mm Ezi-Slide,43298,CSES2462090,TRUE,520,Pre Hung Doors (PHD)
31677,72.2091,2/09/2023 7:59,Pre Hung Doors (PHD) : CSES2472090 : Cavity Slider 2040 X 720 X 90mm Ezi-Slide,43299,CSES2472090,TRUE,520,Pre Hung Doors (PHD)
23975,72.2091,27/06/2023 6:10,FIX-OUT MATERIALS : CSES2472090 : Cavity Slider 2040 X 720 X 90mm Ezi-Slide,43299,CSES2472090,FALSE,294,FIX-OUT MATERIALS
23974,72.2091,27/06/2023 6:10,FIX-OUT MATERIALS : CSES2477090 : Cavity Slider 2040 X 770 X 90mm Ezi-Slide,43300,CSES2477090,FALSE,294,FIX-OUT MATERIALS
31678,72.2091,2/09/2023 7:59,Pre Hung Doors (PHD) : CSES2477090 : Cavity Slider 2040 X 770 X 90mm Ezi-Slide,43300,CSES2477090,TRUE,520,Pre Hung Doors (PHD)
31679,72.2091,2/09/2023 7:59,Pre Hung Doors (PHD) : CSES2482090 : Cavity Slider 2040 X 820 X 90mm Ezi-Slide,43301,CSES2482090,TRUE,520,Pre Hung Doors (PHD)
23973,72.2091,27/06/2023 6:10,FIX-OUT MATERIALS : CSES2482090 : Cavity Slider 2040 X 820 X 90mm Ezi-Slide,43301,CSES2482090,FALSE,294,FIX-OUT MATERIALS
23972,8.4,27/06/2023 6:10,FIX-OUT MATERIALS : DSRPRP5C : Door Seal Raven P/P 915mm Weather strip clear RP5C,43302,DSRPRP5C,FALSE,294,FIX-OUT MATERIALS
31680,8.4,2/09/2023 7:59,Pre Hung Doors (PHD) : DSRPRP5C : Door Seal Raven P/P 915mm Weather strip clear RP5C,43302,DSRPRP5C,TRUE,520,Pre Hung Doors (PHD)
31681,14.0818,2/09/2023 7:59,Pre Hung Doors (PHD) : DSRPRP3C : Door Seal Raven P/P 915mm Auto Weather Clear RP3C,43303,DSRPRP3C,TRUE,520,Pre Hung Doors (PHD)
23971,14.0818,27/06/2023 6:10,FIX-OUT MATERIALS : DSRPRP3C : Door Seal Raven P/P 915mm Auto Weather Clear RP3C,43303,DSRPRP3C,FALSE,294,FIX-OUT MATERIALS
32850,1.23,18/10/2023 14:00,Finlaysons Timber & Hardware Pty Ltd : FJPR1818 : Radiata 18 X 18 Finger Jointed H3 Primed DAR,43304,FJPR1818,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
35873,1.23,26/02/2024 23:00,Bunnings : FJPR1818 : Radiata 18 X 18 Finger Jointed H3 Primed DAR,43304,FJPR1818,TRUE,604,Bunnings
35874,2.52,26/02/2024 23:00,Bunnings : FJPR3118 : Radiata 31 X 18 Finger Jointed H3 Primed DAR,43305,FJPR3118,TRUE,604,Bunnings
32849,2.52,18/10/2023 14:00,Finlaysons Timber & Hardware Pty Ltd : FJPR3118 : Radiata 31 X 18 Finger Jointed H3 Primed DAR,43305,FJPR3118,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
35894,21.9455,26/02/2024 23:00,Bunnings : VUES24604.5 : Vented Under Eaves Sheets 2400 X 600 X 4.5 Single Vent,43307,VUES24604.5,TRUE,604,Bunnings
23967,21.9455,27/06/2023 6:10,SOFFIT : VUES24604.5 : Vented Under Eaves Sheets 2400 X 600 X 4.5 Single Vent,43307,VUES24604.5,TRUE,254,SOFFIT
29093,21.9455,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : VUES24604.5 : Vented Under Eaves Sheets 2400 X 600 X 4.5 Single Vent,43307,VUES24604.5,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
32682,21.9455,19/10/2023 0:04,HARDWARE : VUES24604.5 : Vented Under Eaves Sheets 2400 X 600 X 4.5 Single Vent,43307,VUES24604.5,FALSE,291,HARDWARE
32681,21.9455,19/10/2023 0:04,HARDWARE : VUES24604.5D : Vented Under Eave Sheets 2400 X 600 X 4.5 Double Vent,43308,VUES24604.5D,FALSE,291,HARDWARE
29094,21.9455,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : VUES24604.5D : Vented Under Eave Sheets 2400 X 600 X 4.5 Double Vent,43308,VUES24604.5D,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
23966,21.9455,27/06/2023 6:10,SOFFIT : VUES24604.5D : Vented Under Eave Sheets 2400 X 600 X 4.5 Double Vent,43308,VUES24604.5D,TRUE,254,SOFFIT
35893,21.9455,26/02/2024 23:00,Bunnings : VUES24604.5D : Vented Under Eave Sheets 2400 X 600 X 4.5 Double Vent,43308,VUES24604.5D,TRUE,604,Bunnings
35892,27.4364,26/02/2024 23:00,Bunnings : VUES24754.5SV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Single Vent,43309,VUES24754.5SV,TRUE,604,Bunnings
23965,27.4364,27/06/2023 6:10,SOFFIT : VUES24754.5SV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Single Vent,43309,VUES24754.5SV,TRUE,254,SOFFIT
29095,27.4364,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : VUES24754.5SV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Single Vent,43309,VUES24754.5SV,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
32680,27.4364,19/10/2023 0:04,HARDWARE : VUES24754.5SV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Single Vent,43309,VUES24754.5SV,FALSE,291,HARDWARE
32679,27.4364,19/10/2023 0:04,HARDWARE : VUES24754.5DV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Double Vent,43310,VUES24754.5DV,FALSE,291,HARDWARE
29096,27.4364,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : VUES24754.5DV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Double Vent,43310,VUES24754.5DV,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
23964,27.4364,27/06/2023 6:10,SOFFIT : VUES24754.5DV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Double Vent,43310,VUES24754.5DV,TRUE,254,SOFFIT
35891,27.4364,26/02/2024 23:00,Bunnings : VUES24754.5DV : Vented Under Eaves Sheets 2400 X 750 X 4.5 Double Vent,43310,VUES24754.5DV,TRUE,604,Bunnings
35890,3.1,26/02/2024 23:00,Bunnings : MA244.5E : Moulding Angle 2400 X 4.5mm External,43311,MA244.5E,TRUE,604,Bunnings
23963,3.1,27/06/2023 6:10,SOFFIT : MA244.5E : Moulding Angle 2400 X 4.5mm External,43311,MA244.5E,TRUE,254,SOFFIT
29097,3.1,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : MA244.5E : Moulding Angle 2400 X 4.5mm External,43311,MA244.5E,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
32678,3.1,19/10/2023 0:04,HARDWARE : MA244.5E : Moulding Angle 2400 X 4.5mm External,43311,MA244.5E,FALSE,291,HARDWARE
32677,3.9091,19/10/2023 0:04,HARDWARE : MA304.5E : Moulding Angle 3000 X 4.5mm External,43312,MA304.5E,FALSE,291,HARDWARE
29098,3.9091,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : MA304.5E : Moulding Angle 3000 X 4.5mm External,43312,MA304.5E,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
23962,3.9091,27/06/2023 6:10,SOFFIT : MA304.5E : Moulding Angle 3000 X 4.5mm External,43312,MA304.5E,TRUE,254,SOFFIT
35889,3.9091,26/02/2024 23:00,Bunnings : MA304.5E : Moulding Angle 3000 X 4.5mm External,43312,MA304.5E,TRUE,604,Bunnings
35888,4.8909,26/02/2024 23:00,Bunnings : MA246E : Moulding Angle 2400 X 6mm External,43313,MA246E,TRUE,604,Bunnings
23961,4.8909,27/06/2023 6:10,SOFFIT : MA246E : Moulding Angle 2400 X 6mm External,43313,MA246E,TRUE,254,SOFFIT
29099,4.8909,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : MA246E : Moulding Angle 2400 X 6mm External,43313,MA246E,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
32676,4.8909,19/10/2023 0:04,HARDWARE : MA246E : Moulding Angle 2400 X 6mm External,43313,MA246E,FALSE,291,HARDWARE
32675,6.1273,19/10/2023 0:04,HARDWARE : MA306E : Moulding Angle 3000 X 6mm External,43314,MA306E,FALSE,291,HARDWARE
29100,6.1273,2/09/2023 7:59,Finlaysons Timber & Hardware Pty Ltd : MA306E : Moulding Angle 3000 X 6mm External,43314,MA306E,FALSE,503,Finlaysons Timber & Hardware Pty Ltd
