id,code,description,unit,range_id,range,colour_spec_id,colour_spec,colour_spec$type,price,default_supplier,brand_linked,budget_zone
46977,URHUM,Additional Upgrade to Undermount Rangehood,Each,,,,,,225,QUICK SPEC,,
46978,UAFSO,Additional Upgrade to 900 Free Standing Oven Cooktop,Each,,,,,,1829,QUICK SPEC,,
46979,UASPP,Additional Upgrade Single Power Point,Each,,,,,,35.4545,QUICK SPEC,,
46980,UADPP,Additional Upgrade Double Power Point,Each,,,,,,41.8182,QUICK SPEC,,
46981,UADPPUSB,Double Power Point with USB,Each,,,,,,,,,
46982,UASPPWP,Additional Upgrade Single Power Point Waterproof,Each,,,,,,65.4545,QUICK SPEC,,
46983,UADPPWP,Additional Upgrade Double Power Point Waterproof,Each,,,,,,71.8182,QUICK SPEC,,
46984,UADL,Additional Upgrade Down Light,Each,,,,,,63.6364,QUICK SPEC,,
46985,UPLCS,Upgrade Pendant Light - Client to Supply,Each,,,,,,69.0909,QUICK SPEC,,
46986,UEWL,Upgrade External Wall Light - Up/Down,Each,,,,,,100,QUICK SPEC,,
46987,UEFL,Upgrade External Flood Light,Each,,,,,,95.4545,QUICK SPEC,,
46988,UA2WS,Additional Upgrade 2 Way Switches,Each,,,,,,35.4545,QUICK SPEC,,
46989,UA3WS,Additional Upgrade 3 Way Switches,Each,,,,,,100,QUICK SPEC,,
46990,UADW,Additional Upgrade Dimmer Switches,Each,,,,,,55.4545,QUICK SPEC,,
46991,UASHL,Additional Upgrade Single Heat Lamp,Each,,,,,,140,QUICK SPEC,,
46992,UADCFW,Additional Upgrade Ceiling Fan White,Each,,,,,,143.6364,QUICK SPEC,,
46993,UAECFSS,Additional Ceiling Fan External Stainless Steel 316,Each,,,,,,599,QUICK SPEC,,
46994,UAECFIE,Additional Upgrade Ceiling Fan White internal/External,Each,,,,,,158,QUICK SPEC,,
46995,387,Additional Moda Rail Soap Dish - Clear,each,242,Moda - Alder,,,,9.53,Harvey Norman Commercial QLD,,
46996,1400PROADEMB,Trade Pro Adel Lever Passage Matt Black,Each,342,Trade Pro Adel - Gainsborough,186,Matte Black - Door Furniture,113,28.9,Pre Hung Doors (PHD),Gainsborough - Passage Handles,
46997,1410PROADEMB,Trade Pro Adel Lever Privacy Matt Black,Each,341,Trade Pro Adel - Gainsborough,186,Matte Black - Door Furniture,113,30.5,Pre Hung Doors (PHD),Gainsborough - Privacy Handles,
46998,1420PROADEMB,Trade Pro Adel Lever Dummy Matt Black,Each,4,Trade Pro Adel - Gainsborough,186,Matte Black - Door Furniture,113,16.4,Pre Hung Doors (PHD),Gainsborough - Dummy Handles,
46999,14401ADEMBK,Trade Pro Adel Lever Entrance Double Cylinder - Keyed Matt Black,each,342,Trade Pro Adel - Gainsborough,186,Matte Black - Door Furniture,113,164.1,Pre Hung Doors (PHD),Gainsborough - Front Door Lock,
47000,14401BELSCK,Trade Pro Bela Lever Entrance Double Cylinder - Keyed Satin Chrome,Each,371,Trade Pro Bela - Gainsborough,187,Satin Chrome - Door Furniture,113,164.1,Pre Hung Doors (PHD),Gainsborough - Front Door Lock,
47001,14401BELMBK,Trade Pro Bela Lever Entrance Double Cylinder - Keyed Matt Black,Each,371,Trade Pro Bela - Gainsborough,186,Matte Black - Door Furniture,113,164.1,Pre Hung Doors (PHD),Gainsborough - Front Door Lock,
47002,1400PROBELSC,Trade Pro Bela Lever Passage Satin Chrome,Each,5,Trade Pro Bela - Gainsborough,187,Satin Chrome - Door Furniture,113,28.9,Pre Hung Doors (PHD),Gainsborough - Passage Handles,
47003,1410PROBELSC,Trade Pro Bela Lever Privacy Satin Chrome,Each,387,Trade Pro Bela - Gainsborough,187,Satin Chrome - Door Furniture,113,30.5,Pre Hung Doors (PHD),Gainsborough - Privacy Handles,
47004,1420PROBELSC,Trade Pro Bela Lever Dummy Satin Chrome,Each,388,Trade Pro Bela - Gainsborough,187,Satin Chrome - Door Furniture,113,16.4,Pre Hung Doors (PHD),Gainsborough - Dummy Handles,
47005,1400PROBELMB,Trade Pro Bela Lever Passage Matt Black,Each,5,Trade Pro Bela - Gainsborough,186,Matte Black - Door Furniture,113,28.9,Pre Hung Doors (PHD),Gainsborough - Passage Handles,
47006,1410PROBELMB,Trade Pro Bela Lever Privacy Matt Black,Each,387,Trade Pro Bela - Gainsborough,186,Matte Black - Door Furniture,113,30.5,Pre Hung Doors (PHD),Gainsborough - Privacy Handles,
47007,1420PROBELMB,Trade Pro Bela Lever Dummy Matt Black,Each,388,Trade Pro Bela - Gainsborough,186,Matte Black - Door Furniture,113,16.4,Pre Hung Doors (PHD),Gainsborough - Dummy Handles,
47008,PPLB,Paint letterbox,each,,,,,,30,PAINTER,,Paint
47009,PPED,Paint External Door,each,,,,,,120,PAINTER,,Paint
47010,TFCKST,Colour Unknown Splashback Tile 40 X 25 1 m2 per box,Sqm,347,Std - National Tiles,,,,27.14,NATIONAL TILES CO PTY LTD,National Tiles - Feature Tile,Main Floors
47011,TFCKWFT,Colour Unknown Wet Floor Tile 40 X 40 1.28 m2 per box,Sqm,347,Std - National Tiles,365,Default Colour - Default,113,27.14,NATIONAL TILES CO PTY LTD,National Tiles - Main Floor Tiles,Main Floors
47014,UWFF,Upgrade to Weatherboard Front Facade,Each,,,,,,1000,QUICK SPEC,,
47015,UTGGD,Upgrade timbergrain Garage Door,Each,,,,,,500,QUICK SPEC,,
47016,UTLGD,Upgrade Top Lite Garage Door,Each,,,,,,750,QUICK SPEC,,
47017,TSRWM2,Timber Sleeper retaining wall,Each,,,,,,250,QUICK SPEC,,
47018,CSRWM2,Concrete Sleeper Retaining wall,Each,,,,,,300,QUICK SPEC,,
47019,UFGN,Upgrade Fence to Good Neighbour with cap,lm,,,,,,80,QUICK SPEC,,
47020,UFCB,Upgrade Fence to Colorbond Fencing,lm,,,,,,90,QUICK SPEC,,Fence
47021,CONFEE,Consent Fee,Each,,,,,,76.2182,Fluid Building Approvals,,
47022,EDLESCAPE,Everyday Life - Escape,/1000,21,Everyday Life - Austral,124,Escape - Bricks Austral,113,1042,Austral - Rochedale,Austral - Brick,
47023,HBF134EB0A,Bosch 60cm 5 Function Build in Oven with LED Display & Control Knobs,each,363,Bosch - Bosch,355,Black - Electrical,113,572,APPLIANCES,Bosch - 60cm Oven,
47024,PKE611CA1A,Bosch 60cm Ceramic Cooktop with 4 Cooking Zones and Knob Control,each,363,Bosch - Bosch,355,Black - Electrical,113,383,APPLIANCES,Bosch - 60cm Electric Cooktop,
47025,PBH6B5B80A,"Bosch 60cm Gas Cooktop with 4 Burners, Enamel Trivets and Knob Control",each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,383,APPLIANCES,Bosch - 60cm Gas Cooktop,
47026,DLN54AA70A,Bosch 53cm Ducted Undermount Rangehood,each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,253,APPLIANCES,Bosch - 60cm Undermount Rangehood,
47027,SMU2ITS01A,Bosch 60cm Series 2 Built Under Dishwasher,each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,676,APPLIANCES,Bosch - Integrated Dishwasher,
47028,HBA534BB0A,"Bosch 60cm Series 4, 71L EcoClean Oven",each,363,Bosch - Bosch,355,Black - Electrical,113,649,APPLIANCES,Bosch - 60cm Oven,
47029,PNH6B6B90A,Bosch 60cm 4 Burner Gas on Glass Cooktop with Front Sword Controls,each,363,Bosch - Bosch,334,Black - Appliances,113,556,APPLIANCES,Bosch - 60cm Gas Cooktop,
47030,SMV4HTX01A,Bosch 60cm Fully Integrated Dishwasher - 14 Place Settings,each,363,Bosch - Bosch,365,Default Colour - Default,113,702,APPLIANCES,Bosch - Integrated Dishwasher,
47031,HBG633BB1B,Bosch 60cm Series 8 Multifuntion Oven with EcoClean,each,363,Bosch - Bosch,355,Black - Electrical,113,1134,APPLIANCES,Bosch - 60cm Oven,
47032,PUE611BB1E,Bosch 60cm Induction Cooktop with 4 Cooking Zones - Series 4,each,363,Bosch - Bosch,334,Black - Appliances,113,841,APPLIANCES,Bosch - 60cm Electric Cooktop,
47033,VBC5540S0,"Bosch 90cm Multifunction Oven - 85L Capacity - Series 4, 48cm High",each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,1955,APPLIANCES,Bosch - 90cm Oven,
47034,PCR9A5B90A,"Bosch 90cm Gas Cooktop with 5 Burners, Cast Iron Trivets and Knob Control",each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,919,APPLIANCES,Bosch - 90cm Gas Cooktop,
47035,DWP96BC50A,Bosch 90cm Wall Canopy Rangehood with 3 Power Settings and Push Button Control,each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,478,APPLIANCES,Bosch - 90cm Canopy Rangehood,
47036,PIV975DC1E,Bosch 90cm Induction Cooktop with 5 Zones and Touch Control,each,363,Bosch - Bosch,355,Black - Electrical,113,1656,APPLIANCES,Bosch - 90cm Electric Cooktop,
47037,HSB738357A,"Bosch 90cm Fuel Upright Cooker with 8 Function Oven, 6 Burners",each,363,Bosch - Bosch,353,Stainless Steel - Electrical,113,2485,APPLIANCES,Bosch - 90cm Freestanding Oven,
47038,904010LCH,Billi Quadra Compact XI Levered Tap CP 100/150,Each,95,Quadra - Billi,,,,3208,APPLIANCES,,
47039,904010LMB,Billi Quadra Compact XI Levered Tap Black 100/150,Each,95,Quadra - Billi,,,,3414,APPLIANCES,,
47040,901000LCH,Billi Eco XL Levered Tap CP 90/60,Each,94,Eco - Billi,,,,2799,APPLIANCES,,
47041,901000LMB,Billi Eco XL Levered Tap 90/60 - Matte Black,Each,94,Eco - Billi,,,,3035,APPLIANCES,,
47042,906000LCH,"Billi Eco XL Levered Tap Boiling, Chilled & Sparkling Water - CP",Each,94,Eco - Billi,,,,3555,APPLIANCES,,
47043,906000LMB,"Billi Eco XL Levered Tap Boiling, Chilled & Sparkling Water - Matte Black",Each,94,Eco - Billi,,,,3761,APPLIANCES,,
47048,933100DCH,Alpine Sparkling 100 Gooseneck with Dual Levered Slimline Dispenser,each,,,,,,1908,APPLIANCES,,
47049,933100DMB,Alpin Sparkling 100 Gooseneck with Dual Levered Slimline Dispenser - Matte Black,each,,,295,Matte Black - National Tiles,113,1924,APPLIANCES,,Main Floors
47050,UFGNLM,Additional Good Neighbour with cap Fence per LM,lm,,,,,,0.0091,QUICK SPEC,,
47051,UFCBLM,Additional Colorbond Fence per LM,lm,,,,,,0.0091,QUICK SPEC,,
47052,UBP,Upgrade to Brick Post ILO STD,Each,,,,,,0.0091,QUICK SPEC,,
47053,VJ0927,Easy VJ S/S 100mm Centre 2700 X 1200 X 9mm,Each,,,,,,,,,
47054,UVJ0930,Untra VJ 100mm CR WET AREA 3000 X 1200 X 9mm,Each,,,,,,,,,
47055,20759,Pine Moulding FJ Bullnose 42 X 11mm Primed,lm,,,,,,1.0182,Pre Hung Doors (PHD),,
47056,20760,Pine Moulding FJ Bullnose 66 X 11mm Primed,lm,,,,,,1.4909,Pre Hung Doors (PHD),,
47057,AR1500W,Decina Aria 1500 X 800 X 620mm Back to Wall Freestanding Bath,each,38,Aria - Decina,104,White - Plumbing Fitoff Gear,113,1190,Harvey Norman Commercial QLD,Decina - Freestanding Bath,
47058,AR1700W,Decina Aria 1700 X 800 X 620mm Back to Wall Freestanding Bath,each,38,Aria - Decina,104,White - Plumbing Fitoff Gear,113,1230,Harvey Norman Commercial QLD,Decina - Freestanding Bath,
47059,50012,Emro SC Bump Stop,Each,,,,,,3.85,Pre Hung Doors (PHD),,
47060,50012MB,Emro MB Bump Stop,Each,,,,,,5.5,Pre Hung Doors (PHD),,
47061,50012PSS,Emro BC Bump Stop,Each,,,,,,4.5,Pre Hung Doors (PHD),,
47062,50018R,Emro R SC Magnetic Stop,Each,,,,,,8.5,Pre Hung Doors (PHD),,
47063,500118RCP,Emro R MB Magnetic Stop,Each,,,,,,9.5,Pre Hung Doors (PHD),,
47064,500118RMB,Emro R BC Magnetic Stop,Each,,,,,,9.8,Pre Hung Doors (PHD),,
47065,FCST,FC ACC Scyon JH 25m FMBK Seal Tape,Each,,,,,,85.8,Bunnings,,
47066,811035,Hardiewrap Weather Barrier 2.75 X 30M 305664,Each,,,,,,,,,
47067,710189,Fibre Cement Trim Scyon JH 4200 X 45 X 38mm AXENT 403626,Each,,,,,,,,,
47068,710348,FC ACC Scyon JH Stria 75 X 75mm 3M CNR Flashing 305564,Each,,,,,,,,,
47069,CRFY,3 trees and garden to meet covenant,Each,,,,,,0.0091,QUICK SPEC,,
47070,T150,Travel Torrington Cambooya Helidon Spa Cotswold Hills Meringandan West Nirimba Helidon Woombye Palmwoods D’Aguilar Palmview Nambour Drayton,Each,,,,,,150,Wayke Waterproofing. Ware,,
47071,T75,Travel Walloon Morayfield Burpengary Upper Caboolture Narangba Newport Joyner,Each,,,,,,75,Wayke Waterproofing. Ware,,
47072,NCWPW,Min Charge Waterproof Wall (under14m2),Each,,,,,,400,Wayke Waterproofing. Ware,,
47073,ESSF,Extra Charge of Steel Frame - string Up,Sqm,,,,,,1.2,Austral Insulation,,
47074,LN1213150,L Bar N12 1300 X 150,Each,,,,,,2.5091,Ausreo Pty Ltd,,
47075,ECRBBAL29,Extra Cost Rafter Bracket Bal 29,Each,,,,,,110,Joii Roofing,,
47076,DM3DD,Drafting Models 3D Drafting Qtys and Certification,Sqm,,,,,,20,Tekna T3D,,
47077,SFW,Stone Feature Wall - Allownace ONLY need to adjust/Create PO's to relavant Trades/Suppliers to comply with Specs for Product selected,Sqm,,,,,,500,QUICK SPEC,,
47078,M2T,M2 Trusses Average,Sqm,,,,,,50,QUICK SPEC,,
47079,M2W,M2 Windows Average,Sqm,,,,,,23,QUICK SPEC,,
47080,M2GFF,M2 Ground Floor Frame,Sqm,,,,,,60,QUICK SPEC,,
47081,M2SF,M2 Structrual Floor,Sqm,,,,,,180,QUICK SPEC,,
47082,M2FFF,M2 First Floor Frame,Sqm,,,,,,110,QUICK SPEC,,
47083,M2SCAFFOLD,M2 Scaffold,Sqm,,,,,,250,QUICK SPEC,,Scaffolding & Saftey
47084,SCGPB,Stairs Carpet Grade Plasterwall Balustrade,Each,,,,,,1300,QUICK SPEC,,
47085,SCGTB,Stairs Carpet Grade Timber Balustrade,Each,,,,,,2300,QUICK SPEC,,
47086,SCGGB,Stairs Carpet Grade Glass Balustrade,Each,,,,,,4000,QUICK SPEC,,
47087,SVOPB,Stairs Vinyl Overlay Plasterwall Balustrade,Each,,,,,,2300,QUICK SPEC,,
47088,SVOTB,Stairs Vinyl Overlay Timber Balustrade,Each,,,,,,3300,QUICK SPEC,,
47089,SVOGL,Stairs Vinyl Overlay Glass Balustrade,Each,,,,,,5000,QUICK SPEC,,
47090,ALLOWP,Allowance Parapet wall Flashings,Each,,,,,,1250,QUICK SPEC,,
47091,ALLOWBG,Allowance Box Gutters,Each,,,,,,1500,QUICK SPEC,,
47092,HPIS,Heat Pump Import Surcharge,Each,,,,,,0.0091,Chromagen Australia Pty Ltd,,
47093,DELHPZ1,Delivery Charge Zone 1,Each,,,,,,50,Chromagen Australia Pty Ltd,,
47094,EM2WOJ,Extra for with Wet Area Only Job,Sqm,,,,,,10,Alex Wang Pty Ltd,,
47095,WRSF,Wall Rap Supplied and Installed - brick and Hebel Steel Frame,Sqm,,,,,,3.6545,Austral Insulation,,
47096,WRCSF,Wall Rap Supplied and Installed - light weight cladding Steel Frame,Sqm,,,,,,4.7,Austral Insulation,,
47097,MBRONZE,Metallix - Bronze,/1000,1,Metalix - Austral,133,Bronze - Bricks Austral,113,1418,Austral - Rochedale,Austral - Brick,
47099,MEMERY,Metallix - Emery,/1000,1,Metalix - Austral,134,Emery - Bricks Austral,113,1418,Austral - Rochedale,Austral - Brick,
47100,MPLATINIUM,Metallix - Platinium,/1000,1,Metalix - Austral,138,Platinum - Bricks Austral,113,0,Austral - Rochedale,Austral - Brick,
47101,HWIEX,Excavator Hire Hour,hours,,,,,,120,MACHINERY,,
47102,HWIT,Truck Hire Hour,hours,,,,,,103,MACHINERY,,
47103,MMVESF,Mapei Mapefix VE SF Vinylester Anchor 420ml,Each,,,,,,21.5,Bunnings,,
47104,MM420G,Mapei 420ml Gun 420 2K,Each,,,,,,61.5182,Bunnings,,
47105,STUD160,Chemset Stud Bolt 12mmx160mm Gal (hobson),Each,,,,,,1.0636,Bunnings,,
47106,POLY250,Poly Film Black 2M x 200um x 50mm Roll Med.Impact,Each,,,,,,61.6,Bunnings,,
47107,RGT,Tape Duct PVC Silver 48mm x30M,Each,,,,,,1.45,Bunnings,,
47108,OFEE,Overhead Fees,each,,,,,,1,Tekna   Admin,,
47109,DALL,Drafting Allowance,Each,,,,,,1,Tekna Admin,,
47110,CALL,Contract Allowance,Each,,,,,,100,Tekna Admin,,
47111,SSR,Site & Safety Requirements,Each,,,,,,50,Tekna Admin,,
47112,HIAM,HIA Membership,Each,,,,,,25,Tekna Admin,,
47113,SPFEE,Sales Performance Fee,Each,,,,,,0.0091,Tekna Admin,,
47114,CSFI,Colour Selection Fee - Investor,Each,,,,,,500,Tekna Admin,,
47115,CSFOO,Colour Selection Fee - Owner Occupier,Each,,,,,,650,Tekna Admin,,
47116,RFEE,Referrer Fees,Each,,,,,,0.0091,Tekna Admin,,
47117,BSIGN,Builder Sign & 2 Star Picket,Each,,,,,,50,Tekna Admin,,
47118,DFEE1E,Director #1 Fee at Enclosed,Each,,,,,,3000,Tekna Admin,,
47119,DFEE2E,Director #2 Fee at Enclosed,Each,,,,,,3000,Tekna Admin,,
47120,DFEE1PC,Director #1 Fee at Practical Completion,Each,,,,,,3000,Tekna Admin,,
47121,DFEE2PC,Director #2 Fee at Practical Completion,Each,,,,,,3000,Tekna Admin,,
47122,T6CHP,Supply Technika Electric 600mm Ceramic Hotplate-HNTB64CE,each,362,Technika - Technika,355,Black - Electrical,113,254.4,Harvey Norman Commercial QLD,Technika - 60cm Electric Cooktop,
47123,T6O,Supply Technika Electric 600mm Oven-TB60FDSS-5-SS,each,362,Technika - Technika,353,Stainless Steel - Electrical,113,402.8,Harvey Norman Commercial QLD,Technika - 60cm Oven,
47124,GDA6RSO,Supply GDA 600mm Rangehood slideout GEH6017-SS,each,359,GDA - Baumatic,353,Stainless Steel - Electrical,113,148.4,Harvey Norman Commercial QLD,Baumatic - 60cm slideout Rangehood,
47125,TFSD,Supply Technika HNBD12S 600mm freestanding Dishwasher,each,362,Technika - Technika,353,Stainless Steel - Electrical,113,402.8,Harvey Norman Commercial QLD,Technika - Freestanding Dishwasher,
47126,V9CHP,Supply Venni Electric 900mm Ceramic Hotplate-GECE9004-Touch Controls,Each,179,Venni - Venni,355,Black - Electrical,113,646.6,Harvey Norman Commercial QLD,Venni - 90cm Electric Cooktop,
47127,T9O,Supply Technika 900mm Oven-TB90FSS-5,each,362,Technika - Technika,353,Stainless Steel - Electrical,113,837.4,Harvey Norman Commercial QLD,Technika - 90cm Oven,
47128,GDA9RSO,Supply GDA 900mm Rangehood slideout GEH9017-SS,each,359,GDA - Baumatic,353,Stainless Steel - Electrical,113,243.8,Harvey Norman Commercial QLD,Baumatic - 90cm Slideout Rangehood,
