item_code,item_name,category,unit_of_measure,current_price,supplier_name,brand,notes,last_updated
PMAD72340TRANS,PMAD 7 2340 X 820 X 40 Translucent,Madison - Corinthian,Each,487.00,Pre Hung Doors,Corinthian - 820 Front Door,Brand: Corinthian - 820 Front Door | Model: 820 Front Door,2025-11-03
PRU07820,PRU07 2040 X 820 X 40 GLAZED ACID ETCH,General,Each,600.00,Pre Hung Doors,,Model: 820 Front Door,2025-11-03
BSF10450,1000 X 450 Barrier Screen Fireguard,General,Each,64.05,Lovering Installations QLD,,Budget Zone: Security Screen,2025-11-03
RBSD211215,2100 X 1215 Roller Blind Sliding Door,Doors & Windows,Each,111.11,Lovering Installations QLD,,Budget Zone: Window Covering,2025-11-03
RBSD211290,2100 X 1290 Roller Blind Sliding Door,Doors & Windows,Each,119.28,Lovering Installations QLD,,Budget Zone: Window Covering,2025-11-03
ECP,"Exposed concrete package including driveway prep, crusher dust, steel supply and install, concrete supply and install, acid wash",Concrete,m²,105.00,DRIVEWAY,,,2025-11-03
PGBFCP,"Plain grey broom finish concrete package including driveway prep, crusher dust, steel supply and install, concrete supply and install, acid wash",Concrete,m²,95.00,DRIVEWAY,,,2025-11-03
KCFR,Kerb cut flat rate,Site Works,Each,250.00,DRIVEWAY,,,2025-11-03
FPCFR,Footpath cut flat rate,Site Works,Each,250.00,DRIVEWAY,,,2025-11-03
DBHFR,Driveway Bobcat hire flat rate,Site Services,Each,300.00,DRIVEWAY,,,2025-11-03
EXESTD,Exposed STD,General,m³,440.00,ReadyMix Concrete,,,2025-11-03
PENDD,STD Pendant light (replace with item from colour selection),Electrical,Each,,,,NEEDS PRICING | Budget Zone: Light Fittings | Model: Pendant Light | Colour: Default Colour - Default,2025-11-03
EO13PW,Extra Over 13mm pasterboard on CBMA Firezone Partiwall System,General,m²,1.00,PLASTER BOARD,,,2025-11-03
ELPANEL,Easylap Panel 2440 X 1200,General,Each,78.64,Bunnings,,,2025-11-03
PMAD1041020BAL125,Corinthian Madison PMAD104 2040 X 1020 X 40 Glazed Translucent BAL 12.5,PMAD104 - Corinthian,Each,628.00,Pre Hung Doors,Corinthian - 1200 Front Door,Brand: Corinthian - 1200 Front Door | Model: 1200 Front Door,2025-11-03
PMAD1011020BAL125,Corinthian Madison PMAD101 2040 X 1020 X 40 Translucent,PMAD101 - Corinthian,Each,557.00,Pre Hung Doors,Corinthian - 1200 Front Door,Brand: Corinthian - 1200 Front Door | Model: 1200 Front Door,2025-11-03
PMAD041020BAL125,Corinthian Madison PMAD04 2040 X 1020 X 40 Translucent,PMAD04 - Corinthian,Each,636.25,Pre Hung Doors,Corinthian - 1200 Front Door,Brand: Corinthian - 1200 Front Door | Model: 1200 Front Door,2025-11-03
SDO1020,Entry Door Frame Single 140 X 31 To Suit 1020 X 2040 Door With Sill - Paint Grade,Front Door Frames - Front Door Frames,Each,281.00,Pre Hung Doors,Front Door Frames - Front Door Frames,Brand: Front Door Frames - Front Door Frames | Model: Front Door Frames,2025-11-03
EASYTEX24,FINE TEXTURE CLADDING Panel 2400 X 1200 X 8.5,General,Each,91.81,Bunnings,,,2025-11-03
PFCWIN,Paint FC infills above windows,Doors & Windows,M,20.00,PAINTER,,Budget Zone: Paint,2025-11-03
SJFEE,Small job fee for jobs under 80m2,General,Each,65.00,Austral Insulation,,,2025-11-03
Tile Roof Quote Boral,Tile Roof Quote Boral,Roof Tile - Austral Roof,Each,,Joii Roofing,Austral Roof - Tile Roof,NEEDS PRICING | Brand: Austral Roof - Tile Roof | Model: Tile Roof,2025-11-03
SSRELW,San Selmo Reclaimed - Limewash,San Selmo Reclaimed - Austral,/1000,2700.00,Austral - Rochedale,Austral - Brick,Brand: Austral - Brick | Model: Brick | Colour: Limewash - Bricks Austral,2025-11-03
SSREAR,San Selmo Reclaimed - Aged Red,San Selmo Reclaimed - Austral,/1000,2700.00,Austral - Rochedale,Austral - Brick,Brand: Austral - Brick | Model: Brick | Colour: Aged Red - Bricks Austral,2025-11-03
GDTZA,Travel Zone A - 75 - 150kms from Southport CBD,General,Each,250.00,Sunstate Garage Doors (Travis Voigt TA),,,2025-11-03
FANFPD-RED150125,Fan Ducting Reducer Circular 150 to 125mm Duct,General,Each,,,,NEEDS PRICING | Budget Zone: Light Fittings,2025-11-03
G1ND,Gardens Flat Rate,General,Each,250.00,LANDSCAPING,,Budget Zone: Garden,2025-11-03
LFSPO,Landscaper For Schedule Purpose Only,General,Each,0.00,LANDSCAPING,,Model: SPO TASK,2025-11-03
CFSPO,Carpenter Schedule Purpose Only,General,Each,0.00,Tekna Carpentry,,Model: SPO TASK,2025-11-03
SBTSPO,Silicon Behind Toilet Schedule Purpose Only,General,Each,0.00,Wayke Waterproofing,,Model: SPO TASK,2025-11-03
CONFSPO,Concreter For Schedule Purpose Only,Concrete,Each,0.00,CONCRETOR,,Model: SPO TASK,2025-11-03
GDFSPO,Garage Door for Schedule Purpose Only,Doors & Windows,Each,0.00,Sunstate Garage Doors (Travis Voigt TA),,Model: SPO TASK,2025-11-03
SMFSPO,Stonemason For Schedule Purpose Only,General,Each,0.00,La Rocca QLD Marble and Granite Pty Ltd,,Model: SPO TASK,2025-11-03
EFSPO,Electrical For Schedule Purpose Only,Electrical,Each,,,,NEEDS PRICING | Model: SPO TASK,2025-11-03
ISPO,Insulation For Schedule PUrpose Only,Insulation,Each,0.00,Austral Insulation,,Model: SPO TASK,2025-11-03
EJOS,Expansion Joint Schedule Purpose Only,General,Each,0.00,Gold Coast Gappng,,Model: SPO TASK,2025-11-03
PLAFSPO,Plasterboard - Labour,Finishes,Each,1.00,D.A.M Quality Plasterboard Finishes,,,2025-11-03
PFSPO,Painting For Schedule Purpose Only,Finishes,Each,,,,NEEDS PRICING | Budget Zone: Paint,2025-11-03
ENGALL,Engineer Slab Design Bracing and Articulation plans,Concrete,Each,775.00,AW GEOTECHNICS,,,2025-11-03
HO60,HWO60S4LMB2 - Haier 60cm 4 Function 66L Oven,Haier - Haier,Each,387.00,Harvey Norman Commercial QLD,Haier - 60cm Oven,Brand: Haier - 60cm Oven | Model: 60cm Oven | Colour: Appliances -,2025-11-03
HO90,HWO90S11EB3 - Haier 90cm Wall Oven,Haier - Haier,Each,1013.15,Harvey Norman Commercial QLD,Haier - 90cm Oven,Brand: Haier - 90cm Oven | Model: 90cm Oven | Colour: Appliances -,2025-11-03
HGC60,HCG604WFCX3 - Haier 60cm 4 Burner Gas Cooktop with Front Dials,Haier - Haier,Each,224.00,Harvey Norman Commercial QLD,Haier - 60cm Gas Cooktop,Brand: Haier - 60cm Gas Cooktop | Model: 60cm Gas Cooktop | Colour: Appliances -,2025-11-03
HEC60,HCE604TB3 - Haier 60cm 4 Zone Ceramic Cooktop with Touch Control,Haier - Haier,Each,270.00,Harvey Norman Commercial QLD,Haier - 60cm Electric Cooktop,Brand: Haier - 60cm Electric Cooktop | Model: 60cm Electric Cooktop | Colour: Appliances -,2025-11-03
HIC60,HCI604TB3 - Haier 60cm Zone Induction Cooktop,Haier - Haier,Each,399.00,Harvey Norman Commercial QLD,Haier - 60cm Electric Cooktop,Brand: Haier - 60cm Electric Cooktop | Model: 60cm Electric Cooktop | Colour: Appliances -,2025-11-03
HGC90,HCG905WFCX3 - Haier 90cm 5 Burner Gas Cooktop,Haier - Haier,Each,404.00,Harvey Norman Commercial QLD,Haier - 90cm Gas Cooktop,Brand: Haier - 90cm Gas Cooktop | Model: 90cm Gas Cooktop | Colour: Appliances -,2025-11-03
HEC90,HCE905TB3 - Haier 90cm 5 Zone Ceramic Cooktop,Haier - Haier,Each,469.00,Harvey Norman Commercial QLD,Haier - 90cm Electric Cooktop,Brand: Haier - 90cm Electric Cooktop | Model: 90cm Electric Cooktop | Colour: Appliances -,2025-11-03
HIC90,HCI905FTB3 - Haier 90cm Induction Cooktop,Haier - Haier,Each,694.00,Harvey Norman Commercial QLD,Haier - 90cm Electric Cooktop,Brand: Haier - 90cm Electric Cooktop | Model: 90cm Electric Cooktop | Colour: Appliances -,2025-11-03
HSR60,HSH60RSX1 - Haier 60cm Slideout Rangehood,Haier - Haier,Each,141.00,Harvey Norman Commercial QLD,Haier - 60cm slideout Rangehood,Brand: Haier - 60cm slideout Rangehood | Model: 60cm slideout Rangehood | Colour: Appliances -,2025-11-03
HUR60,HPH60ILX2 - Haier 60cm Undermount Rangehood,Haier - Haier,Each,189.00,Harvey Norman Commercial QLD,Haier - 60cm Undermount Rangehood,Brand: Haier - 60cm Undermount Rangehood | Model: 60cm Undermount Rangehood | Colour: Appliances -,2025-11-03
HCR90,Haier 90cm Canopy Rangehood Wall Box Mounted,Haier - Haier,Each,259.00,Harvey Norman Commercial QLD,Haier - 90cm Canopy Rangehood,Brand: Haier - 90cm Canopy Rangehood | Model: 90cm Canopy Rangehood | Colour: Appliances -,2025-11-03
HFD60,HDW13V1S1 - Haier 60cm Freestanding Dishwasher,Haier - Haier,Each,490.00,Harvey Norman Commercial QLD,Haier - Freestanding Dishwasher,Brand: Haier - Freestanding Dishwasher | Model: Freestanding Dishwasher | Colour: Appliances -,2025-11-03
HID60,HDW15U2I1 - Haier 60cm Fully Integrated Dishwasher,Haier - Haier,Each,702.00,Harvey Norman Commercial QLD,Haier - Integrated Dishwasher,Brand: Haier - Integrated Dishwasher | Model: Integrated Dishwasher | Colour: Appliances -,2025-11-03
SUNSHINE,Sunshine Coast BA,General,Each,145.00,Fluid Building Approvals,,,2025-11-03
PFF,Pay Franchise Fee,General,Each,1.00,Tekna Franchise,,,2025-11-03
PFMF,Pay Franchise Marketing Fee,General,Each,1.00,Tekna Marketing,,,2025-11-03
PCF,Pay Coaching Fee,General,Each,1.00,Tekna Coach,,,2025-11-03
PISF,Pay Internal Sales Fee,General,Each,10000.00,Tekna Sales,,,2025-11-03
PESF,Pay External Sales Fee,General,Each,1.00,Tekna Admin,,Budget Zone: Base House,2025-11-03
PSF,Pay Supervisor Fee,General,Each,1.00,Tekna Supervisor,,,2025-11-03
PROFIT,Sales Profit Estimation,General,Each,1.00,Tekna Homes,,,2025-11-03
SWILED,Supply WIre & Install LED Downlight,Electrical,Each,83.00,TL Electrical,,,2025-11-03
SDELI,Single Dwelling Electrical Lead In,Electrical,Each,,,,NEEDS PRICING,2025-11-03
DDELI,Dual Dwelling Electrical Lead In,Electrical,Each,,,,NEEDS PRICING,2025-11-03
HUR90,HPH90ILX2 - Haier 90cm Undermount Rangehood,Haier - Haier,Each,270.00,Harvey Norman Commercial QLD,Haier - 90cm Undermount Rangehood,Brand: Haier - 90cm Undermount Rangehood | Budget Zone: Base House | Model: 90cm Undermount Rangehood,2025-11-03
HFD60MB,Haier 60cm Freestanding Dishwasher with 13 Place Settings,Haier - Haier,Each,560.00,Harvey Norman Commercial QLD,Haier - Freestanding Dishwasher,Brand: Haier - Freestanding Dishwasher | Model: Freestanding Dishwasher,2025-11-03
AT5,Air Touch 5 Upgrade with Temp Sensors,General,Each,1640.00,Star Airconditioning,,,2025-11-03
WCFBT,Supply wire and install white ceiling Fan 1200mm,General,Each,177.00,TL Electrical,,,2025-11-03
SWIUPWL,Supply Wire and Install Up Down Wall Mounted Light,Electrical,Each,,,,NEEDS PRICING,2025-11-03
REDLAND,Redland city council Building approval,Approvals,Each,169.00,Fluid Building Approvals,,,2025-11-03
BLANKETPEN,Slap Penetration Extra,General,Each,10.00,Bittn Australia Pty Ltd,,,2025-11-03
SWIECC,Supply Wire & Install Electric 32amp Cooktop Circuit (Incl fitting of appliance),General,Each,150.00,TL Electrical,,Budget Zone: Base House,2025-11-03
SWIEOC,Supply Wire & Install Electric Oven Circuit (Incl fitting of appliance),General,Each,150.00,TL Electrical,,Budget Zone: Base House,2025-11-03
WISRS,Wire & Install UNDERMOUNT / SLIDEOUT Range hood Single Power Point and fit,Electrical,Each,90.00,TL Electrical,,Budget Zone: Base House,2025-11-03
DREE,Duct Rangehood to External Eave Inc Eave Vent,General,Each,72.00,TL Electrical,,,2025-11-03
SWIEF,Supply Wire & Install Exhaust Fan Includes Ducting to Eave,General,Each,150.00,TL Electrical,,Budget Zone: Base House,2025-11-03
45LTREE,45L Tree,General,Each,300.00,Joii Landscaping,,,2025-11-03
HARDIECC3612,James Hardie 3600 x 1200mm Brushed Concrete Cladding,Concrete,Each,148.93,Bunnings,,,2025-11-03
HARDIECC2712,James Hardie 2750 x 1200mm Brushed Concrete Cladding,Concrete,Each,113.76,Bunnings,,,2025-11-03
MFTCFA,CONCRETE FUSION ALLOY 600X600MM 1.44m2,Concrete,m²,23.60,NATIONAL TILES CO PTY LTD,,Model: Main Floor Tiles,2025-11-03
EFTCFA,CONCRETE FUSION ALLOY EXTERNAL 600X600MM,Concrete,m²,24.50,NATIONAL TILES CO PTY LTD,,Model: External Tiles,2025-11-03
SBTHWMG,HELSINKI WHITE MATT GLAZED 22X145 MOSAIC ON296X300MM (1.5984m2),General,m²,63.59,NATIONAL TILES CO PTY LTD,,Model: Feature Tile,2025-11-03
ESUMSCO,Engineered Single Undermount Sink or Basin Cut Out,Site Works,Each,150.00,La Rocca QLD Marble and Granite Pty Ltd,,,2025-11-03
ESTH,Engineered Stone Tap Holes,Plumbing,Each,50.00,La Rocca QLD Marble and Granite Pty Ltd,,,2025-11-03
ESGPOCO,Engineered Stone GPO Cut outs,Site Works,Each,75.00,La Rocca QLD Marble and Granite Pty Ltd,,,2025-11-03
DAIKINS10FO,Daikin 10kw Fit Off,General,Each,3520.73,Star Airconditioning,,,2025-11-03
DAIKINS12FO,Daikin 12kw Fit Off,General,Each,3726.91,Star Airconditioning,,,2025-11-03
DAIKINS14FO,Daikin 14kw Fit Off,General,Each,3891.64,Star Airconditioning,,,2025-11-03
DAIKINS16FO,Daikin 16kw Fit Off,General,Each,4262.91,Star Airconditioning,,,2025-11-03
DAIKINS18FO,Daikin 18kw Fit Off,General,Each,4427.64,Star Airconditioning,,,2025-11-03
DAIKINS20FO,Daikin 20kw Fit Off,General,Each,5018.18,Star Airconditioning,,,2025-11-03
DAIKINS25FO,Daikin 25kw Fit Off,General,Each,5466.18,Star Airconditioning,,,2025-11-03
DAIKINS20,Supply and Install Daikin 20KW Ducted A/C System up to 350sqm 8 Zones with Standard Controller,General,Each,7527.27,Star Airconditioning,,Budget Zone: Air Conditioning,2025-11-03
DAIKINS25,Supply and Install Daikin 25KW Ducted A/C System up to 350sqm 8 Zones with Standard Controller,General,Each,8199.27,Star Airconditioning,,Budget Zone: Air Conditioning,2025-11-03
MICRO1019,Mirror Micro Framed 1000 x 1900,Micro Framed - Mirror,Each,516.00,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,Brand: Mirror - Micro Framed Mirror | Budget Zone: Base House | Model: Micro Framed Mirror,2025-11-03
PJ145RHB,Care Single Bowl Sink 800x500x145mm 1TH with Right Hand Bowl 577.28.011,Accessibility,Each,167.00,Hafele,,Model: Drop in Sink,2025-11-03
PJ145LHB,Care Single Bowl Sink 800x500x145mm 1TH with Left Hand Bowl 577.28.012,Accessibility,Each,167.00,Hafele,,Model: Drop in Sink,2025-11-03
B38119L,Benelli Freedom Care Sink Mixer with 230mm Extended Lever and 90 Degree Swivel Spout,General,Each,303.60,Harvey Norman Commercial QLD,,Budget Zone: Base House | Model: Sink Mixer,2025-11-03
PJHDC692,"Care 800 BTW Rimless Toilet Suite with Raised Height Pan, Button and Blue Soft Close Seat - Rear Inlet",Accessibility,Each,870.00,Harvey Norman Commercial QLD,,Model: Back To Wall Toilet,2025-11-03
PJBR1003,Care Backrest with Supporting Polyurethane Cushion – SS/White,Accessibility,Each,210.00,Harvey Norman Commercial QLD,,Model: Back To Wall Toilet,2025-11-03
PJ2686G,Hera Toilet Roll Holder,Accessibility,Each,19.20,Harvey Norman Commercial QLD,,Model: Toilet Roll Holder,2025-11-03
PJCRYG08RH,Grab Rail 700x950mm 90 Deg - Right Hand - Satin,Accessibility,Each,81.00,Harvey Norman Commercial QLD,,,2025-11-03
PJCRYG08LH,Grab Rail 700x950mm 90 Deg - Left Hand - Satin,Accessibility,Each,81.00,Harvey Norman Commercial QLD,,,2025-11-03
PJCRSG01450,Straight Grab Rail 450mm 983.84.102,Accessibility,Each,43.00,Hafele,,,2025-11-03
PJECE3019,Paco Jaanson 3019 Wall Basin 450x350mm 1TH with Overflow,Accessibility,Each,69.60,Harvey Norman Commercial QLD,,Model: Wall Mounted Basin,2025-11-03
PJECE3013,Paco Jaanson Project Basin Shroud to Suit ECE3019 & ECE3039,Accessibility,Each,60.00,Harvey Norman Commercial QLD,,,2025-11-03
PJHIBTRS,Paco Jaanson Bottle Trap Round Short 40mm,Accessibility,Each,52.80,Harvey Norman Commercial QLD,,,2025-11-03
PJALSROB,Paco Jaanson Rondo Basin Mixer 589.33.031,Accessibility,Each,70.00,Hafele,,,2025-11-03
PJALSCREMED170,Paco Jaanson 170mm Extended Lever Only to suit Rondo/Toledo Mixers,Accessibility,Each,44.40,Harvey Norman Commercial QLD,,,2025-11-03
PJ2611G,Hera Soap Dish Chrome 983.84.114,Accessibility,Each,21.00,Hafele,,,2025-11-03
PJCRE850C1,Paco Jaanson Care Sliding Bar Grab Rail with Handshower Set,Accessibility,Each,204.00,Harvey Norman Commercial QLD,,,2025-11-03
PJALSROWMC,Paco Jaanson Rondo Wall Mixer 70mm Round,Accessibility,Each,81.60,Harvey Norman Commercial QLD,,,2025-11-03
SCT16X16,Metlam Shower Curtain Track Micro L Shape1600x1600 - Track can be cut down on site,Site Works,Each,205.13,Harvey Norman Commercial QLD,,,2025-11-03
SCWBS3018,Shower Curtain Weighted Box Stripe Polyester 3000 x 1800 - White,General,Each,122.62,Harvey Norman Commercial QLD,,,2025-11-03
PJCRSE06,Solid Phenolic Folding Shower Seat 960mm (w) x 400mm (d) x 420mm (h),Accessibility,Each,384.00,Harvey Norman Commercial QLD,,,2025-11-03
PJLD380,Low Profile Square Countertop Basin 450x450x100mm 1TH LD380,General,Each,102.00,Harvey Norman Commercial QLD,,,2025-11-03
PJCRSG01900,Straight Grab Rail SS 900mm 983.84.104,Accessibility,Each,65.00,Hafele,,,2025-11-03
FGP1021900,Frameless 10mm Glass Panel 2100 x 900,Frameless - Civic,Each,660.00,Civic Shower Screens & Wardrobes,,,2025-11-03
FGP10211100,Frameless 10mm Glass Panel 2100 x 1100,Frameless - Civic,Each,737.00,Civic Shower Screens & Wardrobes,,,2025-11-03
ARB0130,Arcisan Universal Inwall Wall Mixer Body,Axus - Arcisan,Each,41.85,Harvey Norman Commercial QLD,,,2025-11-03
AX16300SN,Axus Pin Lever Wall Mixer Trim Kit Only - Satin Nickel,Axus - Arcisan,Each,43.20,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
AX01514SN,Axus Round Wall Mounted Spout 150mm - Satin Nickel,Axus - Arcisan,Each,59.40,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
AX01513SN,Axus Round Wall Mounted Spout 220mm - Satin Nickel,Axus - Arcisan,Each,59.40,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
AX03DSN,Axus Double Towel Rail 600mm - Satin Nickel,Axus - Arcisan,Each,70.20,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
AX80DSN,Axus Double Towel Rail 800mm - Satin Nickel,Axus - Arcisan,Each,89.10,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
AX11SN,Axus Toilet Roll Holder - Satin Nickel,Axus - Arcisan,Each,31.05,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
AX01359SN,Axus Pin Lever Gooseneck Sink Mixer with Pull Out Spout AX01359 - Satin Nickel,Axus - Arcisan,Each,194.40,Harvey Norman Commercial QLD,,,2025-11-03
RBNTHMW,Round Above Counter Basin NTH with No Overflow - Matte White,General,Each,195.65,Harvey Norman Commercial QLD,,,2025-11-03
AR07320MW,Pop Up Plug & Waste 32mm with No Overflow - Matte White,General,Each,32.40,Harvey Norman Commercial QLD,,,2025-11-03
AR07320SN,Pop Up Plug & Waste 32mm with No Overflow - Satin Nickel,General,Each,32.40,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
526870,SUBLINE 700-U Single Bowl Sink Undermount 730x460mm - White,General,Each,903.21,Harvey Norman Commercial QLD,,,2025-11-03
AX023030SN,Axus Twin Shower Column 300mm Shower Head Fusion-Air Handshower Bottom Diverter - Satin Nickel,Axus - Arcisan,Each,468.00,Harvey Norman Commercial QLD,,Colour: Brushed Nickel - Plumbing Fitoff Gear,2025-11-03
LIN102040820,Lincoln 10 2040 x 820 x 35 - Glazed Clear - Paint Grade,Finishes,Each,589.82,Pre Hung Doors,,,2025-11-03
LPES1101M,Lockwood Padde Electric Strike 12/24V Fail Safe Secure Weather Resist ES110-1M,Timber,Each,182.00,Keeler Hardware,,,2025-11-03
SGKA516391,(Swing Gate) A-516 391 Swing Gate Kit,General,Each,660.00,Queensland Gate Automation,,,2025-11-03
APN1P6501,(Swing Gate) A-pn1p6501 - ip65 push button for gate,General,Each,40.00,Queensland Gate Automation,,,2025-11-03
BSA785104,(Swing Gate)-A-785104 XP 20 PE Beam sensor for gate,Steel,Each,93.78,Queensland Gate Automation,,,2025-11-03
SDOIA951,(Internal Opener) A951 Single Door Operator Internal Non Fire Rated Body Only A-105951,Doors & Windows,Each,960.00,Queensland Gate Automation,,,2025-11-03
SAOI951,(Internal Opener)951 Slide Arm Only Inward Opening A390167,General,Each,145.20,Queensland Gate Automation,,,2025-11-03
SAOFR950N,(External Opener)950N Slide Arm Only Inward Opening Fire Rated Suits A950 A-390040,General,Each,149.24,Queensland Gate Automation,,,2025-11-03
AUDOFR950,(External Opener )950N2 Auto Door Operator Internal Fire Rated Body Only A-1054152,Doors & Windows,Each,1477.25,Queensland Gate Automation,,,2025-11-03
STRATUS,Status System Quote,General,Each,1.00,Stratus,,,2025-11-03
WIADO,Wire and Install Automated Door Openers,Doors & Windows,Each,400.00,Stratus,,,2025-11-03
6KWSS10KWHB,6.64kW solar system with 10.1kWh battery storage,Insulation,Each,10768.18,Open Electrical,,,2025-11-03
AUSWFO,Auscoast Wet Fire Services Fit Off,General,Each,10770.00,AusCoast Fire,,,2025-11-03
AUSDRI,Auscoast Dry Fire Services Rough in,General,Each,4100.00,AusCoast Fire,,,2025-11-03
WWF8024,8kg 15 Program Front Load Washing Machine WWF8024M5WA,General,Each,586.18,Harvey Norman Commercial QLD,,,2025-11-03
WDH804N,8kg 13 Program Heat Pump Dryer WDH804N7WA,General,Each,931.47,Harvey Norman Commercial QLD,,,2025-11-03
PJHIPW01,Paco Jaanson 32mm Pop Up Plug and Waste with Overflow,General,Each,12.00,Harvey Norman Commercial QLD,,,2025-11-03
DORM9400000200201,Dorma 2202 Tubular Latch 60mm Satin Stainless Steel,Steel,Each,8.00,Keeler Hardware,,,2025-11-03
MMERCURY,Metallix - Mercury,Metalix - Austral,Pack,1418.00,Austral - Rochedale,Austral - Brick,Brand: Austral - Brick | Model: Brick,2025-11-03
