id,sys_type_id,deleted,parent_id,parent,parent$type,drive_id,folder_id,total,purchase_order_number,amount_still_to_be_invoiced,estimation_check,sub_total,tax,ted_task_id,ted_task,ted_task$type,supplier_id,supplier,supplier$type,total_with_allowance,product_package_id,product_package,product_package$type,construction_id,construction,construction$type,budget,xero_amount_paid,xero_supplier,xero_complete,xero_still_to_be_paid,xero_budget_diff,xero_paid_date,diff_po_with_allowance_versus_budget,xero_id,xero_total_with_allowance,diff_xero_and_total_but_not_complete,total_allowance_xero_paid,part_payment,xero_amount_paid_exc_gst,ld_versus_xero_paid,sams_notes
54134,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5DZZOQSVPNL5HJGS7ZEYZOICRF,8770.9809,PO-054134,,true,7973.619,797.3619,310,Req Electrical Items,99,604,Bunnings,16,8770.9809,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,8770.9809,0,,,0,0,,0,b44a1c65-e97e-4b24-8dd4-6f895ba8b070,54134,8770.9809,8770.9809,,,8770.9809,
54150,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W37YJWSIFBOSJAZ6EZBDNCI6RJE,12911.415,PO-054150,,,11737.65,1173.765,340,Req Frame Material Ground Floor,99,604,Bunnings,16,12911.415,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,12911.415,0,,,0,0,,0,b44a1c65-e97e-4b24-8dd4-6f895ba8b070,54150,12911.415,12911.415,,,12911.415,Waiting to send for quote
54078,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W75RKOLNBJ5P5BLT4QFSIVJNGDD,16852.89122,PO-054078,,,15320.8102,1532.08102,467,Req Soffit and Cladding Hardware,99,604,Bunnings,16,16852.8912,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,16852.8912,0,,,0,0,,0,b44a1c65-e97e-4b24-8dd4-6f895ba8b070,54078,16852.8912,16852.8912,,,16852.8912,
54153,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZC2PQ627YF3BCJ2ZWCIR2NZCFQ,20684.95,PO-054153,,,18804.5,1880.45,439,Req Roof Trusses,99,604,Bunnings,16,20684.95,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,20684.95,0,,,0,0,,0,b44a1c65-e97e-4b24-8dd4-6f895ba8b070,54153,20684.95,20684.95,,,20684.95,ALLOWANCE
54219,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W47MLJUPLTJONH22642SJOT4T5I,7700,PO-054219,,true,7000,700,757,Req Miscellaneous Items,99,604,Bunnings,16,7700,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,7700,0,,false,7700,0,,0,b44a1c65-e97e-4b24-8dd4-6f895ba8b070,54219,7700,7700,false,,7700,
54093,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYXK3CIVBFKPNFLDEVZIUTO4T3J,22000,PO-054093,,,20000,2000,690,Req SDA Solar and Battery,99,620,Open Electrical,16,22000,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,22000,0,,,0,0,,0,,54093,22000,22000,,,22000,Figure out what we doing here
54099,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7544DJ42DXAJGZPBXTQ2UJXTBB,2670.03,PO-054099,,true,2427.3,242.73,366,Req Internal Door Handles,99,623,Keeler Hardware,16,2670.03,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2670.03,0,,,0,0,,0,,54099,2670.03,2670.03,,,2670.03,
54154,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W3YL7IBYFW6M5EZAWW5CVUQAYSE,895.015,PO-054154,,true,813.65,81.365,324,Req External Door Handle Locks,99,623,Keeler Hardware,16,895.015,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,895.015,0,,,0,0,,0,,54154,895.015,895.015,,,895.015,
54087,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W323TRDVA22TJFICMYY5JOUIW77,13200,PO-054087,,,12000,1200,695,Req SDA SAT System Fit Off,99,624,Stratus,16,13200,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,13200,0,,,0,0,,0,,54087,13200,13200,,,13200,Waiting on Price
54107,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WY6KLUTSEBCN5H27NIN7UFGE6IT,16542.9,PO-054107,,,15039,1503.9,696,Req SDA Fire System - Rough In,99,627,AusCoast Fire,16,16542.9,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,16542.9,0,,,0,0,,0,,54107,16542.9,16542.9,,,16542.9,Need to Send for Quote
54117,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4TRYTO33FWORDLDUK6OBEJS2MJ,20219.1,PO-054117,,false,18381,1838.1,697,Req SDA Fire System - Fit Off,99,627,AusCoast Fire,16,20219.1,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,20219.1,0,,,0,0,,0,,54117,20219.1,20219.1,,,20219.1,Need to send for quote
54173,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4GG6PKR3T4LFB3OKESCAWP5V4W,12632.4,PO-054173,,true,11484,1148.4,330,Req Fence,99,635,Joii Landscaping,16,12632.4,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,12632.4,0,,,0,0,,0,49a9ebe2-ca7a-4ac0-baed-4b74c1673f0a,54173,12632.4,12632.4,,,12632.4,
54170,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYRNLAEOLT5EFEZLPL35ALPRLHY,6228.2,PO-054170,,true,5662,566.2,374,Req Landscaping,99,635,Joii Landscaping,16,6228.2,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,6228.2,0,,,0,0,,0,49a9ebe2-ca7a-4ac0-baed-4b74c1673f0a,54170,6228.2,6228.2,,,6228.2,
54209,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W62EN2MVMZ7DNCIZ25MVY422C6D,16500,PO-054209,,false,15000,1500,435,Req Retaining Wall,99,635,Joii Landscaping,16,16500,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,16500,0,,false,16500,0,,0,49a9ebe2-ca7a-4ac0-baed-4b74c1673f0a,54209,16500,16500,false,,16500,
53518,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2KRYRMIMBOAZGYLCINJ5ICCC4D,990,PO-053518,,true,900,90,606,Req Energy Efficient Rating,127,646,Accelerate Sustainability Assessments,16,990,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,990,990,Accelerate Sustainability Assessments Pty Ltd,true,0,0,2025-9-26,0,d2772fab-f520-4e71-83e3-02271599c4b9,53518,0,0,false,900,0,KEEP
54077,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2QPXDBPJBNENCLCRTIQVJOP4YW,0,PO-054077,,,0,0,704,Req Wafflepod Slab Complete,99,663,JND Concrete,16,0,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,0,0,,,0,0,,0,fda31c37-6dba-44b7-8cb0-36547e7b4e11,54077,0,0,,,0,will use if doing combined
54139,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZ2HQXXFW77MNBYS66JMUIVZPHA,1782,PO-054139,,true,1620,162,512,Req Toilet To Site,99,670,Dinkum Dunnies,16,1782,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1782,0,,,0,0,,0,c9e445f2-84f0-445d-945d-13a1472900aa,54139,1782,1782,,,1782,
54103,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2VDAY3MAF4INHLGO6DHGYCMP23,518.1,PO-054103,,true,471,47.1,197,Req Temporary Fencing,99,670,Dinkum Dunnies,16,518.1,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,518.1,0,,,0,0,,0,c9e445f2-84f0-445d-945d-13a1472900aa,54103,518.1,518.1,,,518.1,
54083,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7WPHGT66TQVRGKSWSUZBCI6VLT,2483.668,PO-054083,,true,2257.88,225.788,258,Req Ceiling Insulation,99,673,Austral Insulation,16,2483.668,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2483.668,0,,,0,0,,0,03ee6490-22dc-4178-bcd6-6707198f3013,54083,2483.668,2483.668,,,2483.668,
54067,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYSFU3IWFHAFNC277YLTPOGLAGO,2775.872,PO-054067,,true,2523.52,252.352,523,Req Wall Insulation,99,673,Austral Insulation,16,2775.872,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2775.872,0,,,0,0,,0,03ee6490-22dc-4178-bcd6-6707198f3013,54067,2775.872,2775.872,,,2775.872,
54058,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W34GGQ2PVZISZGJTFFWWPTMSFLV,1714.9671,PO-054058,,true,1559.061,155.9061,491,Req Supply and Install Wall Sisilation,99,673,Austral Insulation,16,1714.9671,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1714.9671,0,,,0,0,,0,03ee6490-22dc-4178-bcd6-6707198f3013,54058,1714.9671,1714.9671,,,1714.9671,
54089,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W22ZZI5GJDCGJFIT4GGP36FRPCJ,838.2,PO-054089,,true,762,76.2,287,Req Crane Roof Trusses,99,679,Cross Cranes,16,838.2,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,838.2,0,,,0,0,,0,7c22f898-6ba7-43b8-843e-56c807dd0f8c,54089,838.2,838.2,,,838.2,
53791,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W22HNKJ6SLO3ZF2DCJMFR5DRI7S,968,PO-053791,,true,880,88,,,,707,Access Allways Consultants,16,968,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,968,968,Access All Ways Consultants,true,0,0,2025-8-29,0,b50a7d04-942f-466b-a14b-ac9bfde8891a,53791,0,0,false,880,0,KEEP
54166,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4POPI3UFN3BREYUPQWKD7CIBZT,11000,PO-054166,,true,10000,1000,713,SDA Design Assessment,127,707,Access Allways Consultants,16,11000,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,11000,0,,,0,0,,0,b50a7d04-942f-466b-a14b-ac9bfde8891a,54166,11000,11000,,,11000,
54157,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2A5KABHWPJGNHY3FZ3Z4EEOT5A,4699.519,PO-054157,,true,4272.29,427.229,602,Req BA - New Building Application,127,716,GMA Certification Group,16,4699.519,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,4699.519,2688.29,GMA Certification Pty Ltd,true,0,2011.229,2025-10-25,0,4b502953-aa09-4f7f-a301-c94c4bd6b97e,54157,2011.229,2011.229,,2443.9,2011.229,
54145,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5TASZ5IJMZZRFYK3ZDMAHZTYXF,422.4,PO-054145,,true,384,38.4,724,Req Kitchen Items Hafele,99,719,Hafele,16,422.4,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,422.4,0,,,0,0,,0,1ad91815-d9ab-41be-be9a-e26e083f7e87,54145,422.4,422.4,,,422.4,
54125,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W55V2Q3SBG3NRHL2ZE2JZOJUINN,734.426,PO-054125,,true,667.66,66.766,655,Req Driveway Deco Material,99,726,Jopa Queensland,16,734.426,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,734.426,0,,,0,0,,0,32731641-4cee-4ea6-aeba-f8d2f6166486,54125,734.426,734.426,,,734.426,
54063,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W3EZ5MEINZLBBEIAVL24CDEDTHB,39587.548,PO-054063,,true,35988.68,3598.868,314,Req Electrician - Fit Off,99,728,TL Electrical,16,39587.548,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,39587.548,0,,,0,0,,0,37726435-86bc-4b57-bb46-79972732f8c6,54063,39587.548,39587.548,,,39587.548,Will need to check TONY WITH THIS
54144,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZAHQK5CB25HBCIV3EDUBR27WJX,0,PO-054144,,false,0,0,315,Req Electrician - Prewire,99,728,TL Electrical,16,0,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,0,0,,,0,0,,0,37726435-86bc-4b57-bb46-79972732f8c6,54144,0,0,,,0,Will Split once electrical Signed off on
54147,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYWP4MAI6BHSZAIEDTRZ7OYY244,,PO-054147,,false,,,316,Req Electrician Underground,99,728,TL Electrical,16,,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,,0,,,0,0,,,37726435-86bc-4b57-bb46-79972732f8c6,54147,,,,,,Will Split once electrical Signed off on
54176,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W46FH3RIWPKHRG33BCB46BGZF7O,2640,PO-054176,,true,2400,240,391,Req NBN OPTIC  Lead-in,99,728,TL Electrical,16,2640,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2640,0,,false,2640,0,,0,37726435-86bc-4b57-bb46-79972732f8c6,54176,2640,2640,false,,2640,
54092,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZFJGKFJWRBIBGLKOTP7HQK6HLF,2812.40058,PO-054092,,true,2556.7278,255.67278,528,Req Water Proofer,99,729,Wayke Waterproofing.,16,2812.4006,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2812.4006,0,,,0,0,,0,d40fdac7-e2eb-4774-b16f-a833379fd1d9,54092,2812.4006,2812.4006,,,2812.4006,
54105,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2NTBSIUPIJKBBKEXPKC2MTQMKW,916.3,PO-054105,,true,833,83.3,401,Req Painter Touch Ups,99,730,MI Painting and Decorating Services,16,916.3,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,916.3,0,,,0,0,,0,,54105,916.3,916.3,,,916.3,
54160,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W35KFO5S7ZJFFF34E2WNKDMF7GH,3630,PO-054160,,true,3300,330,717,Req SDA Window Actuators Supply,99,733,Unique Windows Services,16,3630,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3630,0,,,0,0,,0,,54160,3630,3630,,,3630,
54070,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYA4XRAAOO4TNFJJ2DOKTJPFSR2,831.6,PO-054070,,true,756,75.6,737,Req Carpenter to Install Ply to Wet Areas,99,755,Tekna Carpentry,16,831.6,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,831.6,0,,,0,0,,0,,54070,831.6,831.6,,,831.6,
54081,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZVUYVFN6JE55HKR35EN2TL6GWD,5750.58,PO-054081,,true,5227.8,522.78,245,Req Carpenter Fixout,99,755,Tekna Carpentry,16,5750.58,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,5750.58,0,,,0,0,,0,,54081,5750.58,5750.58,,,5750.58,
54098,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4C66NUZUJFN5CJ4ZC6GIJZMRJJ,785.07,PO-054098,,true,713.7,71.37,246,Req Carpenter For Final Fitoff,99,755,Tekna Carpentry,16,785.07,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,785.07,0,,,0,0,,0,,54098,785.07,785.07,,,785.07,
54109,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7K7ERBRDJ3VNBZ74P3AD67W2HD,9663.555,PO-054109,,true,8785.05,878.505,247,Req Carpenter Ground Floor,99,755,Tekna Carpentry,16,9663.555,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,9663.555,0,,,0,0,,0,,54109,9663.555,9663.555,,,9663.555,
54118,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYRCYEBNIG565GLOZMKDRBDFA3I,1811.337,PO-054118,,true,1646.67,164.667,249,Req Carpenter Install Win and Bath and Doors,99,755,Tekna Carpentry,16,1811.337,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1811.337,0,,,0,0,,0,,54118,1811.337,1811.337,,,1811.337,
54127,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2QFU6GC375BJCIUR2FN7CBP6WO,8102.27,PO-054127,,true,7365.7,736.57,251,Req Carpenter Soffits and Cladding,99,755,Tekna Carpentry,16,8102.27,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,8102.27,0,,,0,0,,0,,54127,8102.27,8102.27,,,8102.27,
54059,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYB343VLTULUNGKUM5FDBNBUQQX,427.185,PO-054059,,true,388.35,38.835,252,Req Carpenter Straighten Frame,99,755,Tekna Carpentry,16,427.185,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,427.185,0,,,0,0,,0,,54059,427.185,427.185,,,427.185,
54110,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZIXKQKICZJABB3VW7M6NM7LCBO,1430,PO-054110,,true,1300,130,307,Req Driveway Prep Site Clean,99,756,Tekna Site,16,1430,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1430,0,,,0,0,,0,,54110,1430,1430,,,1430,
54104,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6EQ33BONCKP5CZFT5B5U7VJKRQ,2145,PO-054104,,true,1950,195,378,Req Level Site After Slab Poured Soil Removal,99,756,Tekna Site,16,2145,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2145,0,,,0,0,,0,,54104,2145,2145,,,2145,
54061,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6R23Z3XGCX3JBK4Z7L6ZGF4YUC,1141.8,PO-054061,,true,1038,103.8,373,Req Landscape Prep Final Site Clean,99,756,Tekna Site,16,1141.8,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1141.8,0,,,0,0,,0,,54061,1141.8,1141.8,,,1141.8,
54136,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZEFQMUZ5LCKJE2WM5MGC5IXB4F,5500,PO-054136,,true,5000,500,470,Req Soil Removal,99,756,Tekna Site,16,5500,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,5500,0,,,0,0,,0,,54136,5500,5500,,,5500,
54106,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZITZP2GZIYH5D3BUW5BHSGT3CQ,5940,PO-054106,,true,5400,540,452,Req Site Clean After Plasterboard & Brickwork,99,756,Tekna Site,16,5940,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,5940,0,,,0,0,,0,,54106,5940,5940,,,5940,
54114,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7WEATEU2CO6VHL64RKLR43ZBKD,5940,PO-054114,,true,5400,540,454,Req Site Clean After Roof,99,756,Tekna Site,16,5940,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,5940,0,,,0,0,,0,,54114,5940,5940,,,5940,
54120,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4T5YQ3LVQ4IBCKXWYPLYGPZYM6,5940,PO-054120,,true,5400,540,455,Req Site Clean Final,99,756,Tekna Site,16,5940,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,5940,0,,,0,0,,0,,54120,5940,5940,,,5940,
54096,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6TQ5TXJ7QVGVEJWO3VED27LA5C,1141.8,PO-054096,,true,1038,103.8,594,Req Skip Bin - Final,99,756,Tekna Site,16,1141.8,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1141.8,0,,,0,0,,0,,54096,1141.8,1141.8,,,1141.8,
54124,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZD5MU56AF6C5F22QNO2N55H5IU,16500,PO-054124,,true,15000,1500,597,Req Site Cut,99,756,Tekna Site,16,16500,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,16500,0,,,0,0,,0,,54124,16500,16500,,,16500,
54123,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WY3SU6LCSLBIBDISMTN7ND55CXH,9038.436,PO-054123,,true,8216.76,821.676,778,Pay Overhead Deposit,100,757,Tekna   Admin,16,9038.436,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,9038.436,0,,,0,0,,0,,54123,9038.436,9038.436,,,9038.436,
54128,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4FP2ZT7EJDC5D22GRBNBUUZXQ3,27115.297,PO-054128,,true,24650.27,2465.027,779,Pay Overhead Slab,100,757,Tekna   Admin,16,27115.297,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,27115.297,0,,,0,0,,0,,54128,27115.297,27115.297,,,27115.297,
54131,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6GIXXPC27J6NHKZ2BXDBSFRBZR,36153.722,PO-054131,,true,32867.02,3286.702,780,Pay Overhead Frame,100,757,Tekna   Admin,16,36153.722,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,36153.722,0,,,0,0,,0,,54131,36153.722,36153.722,,,36153.722,
54133,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W3QOGTCJDZAORGIGOKKBPU7ZV4S,45192.158,PO-054133,,true,41083.78,4108.378,781,Pay Overhead Enclosed,100,757,Tekna   Admin,16,45192.158,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,45192.158,0,,,0,0,,0,,54133,45192.158,45192.158,,,45192.158,
54137,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2JIXETCSLA4RH3JJAATZBJVT6R,36153.722,PO-054137,,true,32867.02,3286.702,782,Pay Overhead Fixing,100,757,Tekna   Admin,16,36153.722,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,36153.722,0,,,0,0,,0,,54137,36153.722,36153.722,,,36153.722,
