id,sys_type_id,deleted,parent_id,parent,parent$type,drive_id,folder_id,total,purchase_order_number,amount_still_to_be_invoiced,estimation_check,sub_total,tax,ted_task_id,ted_task,ted_task$type,supplier_id,supplier,supplier$type,total_with_allowance,product_package_id,product_package,product_package$type,construction_id,construction,construction$type,budget,xero_amount_paid,xero_supplier,xero_complete,xero_still_to_be_paid,xero_budget_diff,xero_paid_date,diff_po_with_allowance_versus_budget,xero_id,xero_total_with_allowance,diff_xero_and_total_but_not_complete,total_allowance_xero_paid,part_payment,xero_amount_paid_exc_gst,ld_versus_xero_paid,sams_notes
54143,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZG7OXV3CG5Z5E2VFKRMRXMEKOC,473,PO-054143,,true,430,43,465,Req Smart-Film Penetrations,99,499,Bittn Australia Pty Ltd,16,473,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,473,0,,,0,0,,0,887fdd4e-d686-4b6f-b55d-e3e0f7f637c2,54143,473,473,,,473,
54148,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4WJPQ5EFE6EJBJXA6BMTXFOMQG,920.7,PO-054148,,true,837,83.7,466,Req Smart-Film Perimeter,99,499,Bittn Australia Pty Ltd,16,1420.7,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1420.7,0,,,0,0,,0,887fdd4e-d686-4b6f-b55d-e3e0f7f637c2,54148,1420.7,1420.7,,,1420.7,
54155,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5ATLFVZCNFUZFZBE3QJVVBLIVP,665.5,PO-054155,,true,605,60.5,466,Req Smart-Film Perimeter,99,499,Bittn Australia Pty Ltd,16,665.5,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,665.5,0,,,0,0,,0,887fdd4e-d686-4b6f-b55d-e3e0f7f637c2,54155,665.5,665.5,,,665.5,
54086,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7ONYOIQUQBMBB253PP2724IOBV,6589,PO-054086,,true,5990,599,363,Req Hot Water System,99,500,Chromagen Australia Pty Ltd,16,3589,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3589,0,,,0,0,,0,6edf6868-db13-4c8f-8b72-34378d1c4e8f,54086,3589,3589,,,3589,
54079,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4FYLFEJRTJSFE2GVHFL7HCXEJT,1447.6,PO-054079,,true,1316,131.6,658,"Req Shower Screens, Mirrors and Sliding Doors",99,501,Civic Shower Screens & Wardrobes,16,1447.6,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1447.6,0,,,0,0,,0,bf7694da-369a-4d58-b5c7-0c695155b61c,54079,1447.6,1447.6,,,1447.6,
54112,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7LKZ3QQCRW3NAK27QJU52ZVCKD,6619.8,PO-054112,,true,6018,601.8,299,Req Driveway Concrete,99,502,ReadyMix Concrete,16,6619.8,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,6619.8,0,,,0,0,,0,4470b198-5db7-43d7-80aa-c202835ea765,54112,6619.8,6619.8,,,6619.8,
54210,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2SXIT3BNDQERCY7EM2YN3KKVY4,359.04,PO-054210,,true,326.4,32.64,388,Req Mixer Bodies For Plumber Rough In,99,506,Harvey Norman Commercial QLD,16,359.04,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,359.04,0,,false,359.04,0,,0,c567275f-5bfb-43fb-afcc-fc1fad4ef82a,54210,359.04,359.04,false,,359.04,
54152,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6UCS2VALZKQBALBIO5PSAC6FE4,12240.316,PO-054152,,true,11127.56,1112.756,415,Req Plumber Fitoff Gear,99,506,Harvey Norman Commercial QLD,16,12240.316,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,12240.316,0,,,0,0,,0,c567275f-5bfb-43fb-afcc-fc1fad4ef82a,54152,12240.316,12240.316,,,12240.316,
54379,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYGGB4CSSJMOBB2LNY6GHZGEG5R,3067.35,PO-054379,,true,2788.5,278.85,698,Req SDA Appliances,99,506,Harvey Norman Commercial QLD,16,3067.35,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3300,0,,false,3300,0,,-232.65,c567275f-5bfb-43fb-afcc-fc1fad4ef82a,54379,3067.35,3067.35,false,,3300,
54151,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2YZPZOL47GBJHKSPCTCCPFCS44,3615.348,PO-054151,,true,3286.68,328.668,735,Req Dishwasher,99,506,Harvey Norman Commercial QLD,16,3615.348,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3615.348,0,,,0,0,,0,c567275f-5bfb-43fb-afcc-fc1fad4ef82a,54151,3615.348,3615.348,,,3615.348,
54091,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5PADK6EDTFXFDZ6PB5ZKSGUBZY,983.4,PO-054091,,true,894,89.4,484,Req Steel Posts,99,507,Harvey's Mechanical & Welding Services Pty Ltd,16,983.4,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,983.4,0,,,0,0,,0,642e2059-5ecf-4718-b3bb-00e6e3c2ff24,54091,983.4,983.4,,,983.4,
54075,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2IQ63Z7BCSEVEZILMMGVGLMKRM,32318.0627,PO-054075,,,29380.057,2938.0057,329,Req Fascia and Gutter and Colorbond Roof,99,511,Joii Roofing,16,32318.0627,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,32318.0627,0,,,0,0,,0,9b384153-bf2f-486b-94ba-8777cce5ea1c,54075,32318.0627,32318.0627,,,32318.0627,Price Check on this
54129,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5IFIIATNQKZVG3FXVVNVFILEHK,981.2,PO-054129,,true,892,89.2,306,Req Driveway Kerb Cut Out,99,514,Logan Concrete Sawing and Drilling,16,981.2,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,981.2,0,,,0,0,,0,,54129,981.2,981.2,,,981.2,
54084,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5VTNLBYH6BUVAIBEZNLXMX7SAI,3488.39513,PO-054084,,true,3171.2683,317.12683,342,Req Full Turn Key Package,99,515,Lovering Installations QLD,16,3488.3951,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3488.3951,0,,,0,0,,0,7eb68727-360c-4343-bde8-823c318ecc78,54084,3488.3951,3488.3951,,,3488.3951,
54115,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6WV5IVLYW2YBAYUG35IJAKYIG3,3758.7,PO-054115,,true,3417,341.7,508,Req Tiles,99,517,NATIONAL TILES CO PTY LTD,16,3758.7,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3758.7,0,,,0,0,,0,e664ca28-dd63-40f8-b0f0-a4bd4188deeb,54115,3758.7,3758.7,,,3758.7,
54064,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W6N5AEFUIA34ZBL4WZMJEQ526VJ,495,PO-054064,,,450,45,420,Req Power To Site,99,519,Origin Energy,16,495,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,495,0,,,0,0,,0,,54064,495,495,,,495,
54138,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4T57JS7QKE3NCKSVCUHRM7LGWC,2489.4914,PO-054138,,false,2263.174,226.3174,367,Req Internal Fixout,99,520,Pre Hung Doors (PHD),16,2489.4914,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2489.4914,0,,,0,0,,0,c0941e79-e723-4f2b-9840-41edc80c7f6e,54138,2489.4914,2489.4914,,,2489.4914,
54062,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W67IGOF2XCRVZHLJWWG7Y5DIZIX,6371.75,PO-054062,,true,5792.5,579.25,325,Req External Doors,99,520,Pre Hung Doors (PHD),16,6371.75,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,6371.75,0,,,0,0,,0,c0941e79-e723-4f2b-9840-41edc80c7f6e,54062,6371.75,6371.75,,,6371.75,
54100,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W3DG4MI3LFVDFGZYPJWJ34OGWTO,550,PO-054100,,true,500,50,451,Req Silt Barrier and Gravel Entry,99,522,Sediment Erosion Control Services,16,550,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,550,0,,,0,0,,0,0373170b-844b-4c80-8493-eaeb40deb723,54100,550,550,,,550,
54156,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4UY5Z32VSCTVG2K55LEINZRVQQ,17381.1,PO-054156,,,15801,1580.1,538,Req Windows,99,523,Southern Star Windows (QLD),16,17381.1,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,14850,0,,,0,0,,2531.1,2f95c53e-5d2a-409e-933c-85e4dc16112f,54156,17381.1,17381.1,,,14850,Out for Quote
54121,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7N2GWQQMH2RFH35DEEVI2QXPPB,660,PO-054121,,true,600,60,530,Req Waterproof for Slab Edge and Formwork,99,527,Tekna Admin,16,660,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,660,0,,,0,0,,0,d561f1b6-cf8d-4740-81ba-b18d3c77cfa3,54121,660,660,,,660,
54146,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYQUCM5JQAGO5GIVUVVCUYQN4U5,88000,PO-054146,,true,80000,8000,676,Pay External Sales Fee,100,527,Tekna Admin,16,88000,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,88000,0,,,0,0,,0,d561f1b6-cf8d-4740-81ba-b18d3c77cfa3,54146,88000,88000,,,88000,
54101,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2N5Q7ONNH5ABB3F2NGHBV22AYN,2623.5,PO-054101,,true,2385,238.5,741,Req SDA Auto Desk Stand For Kitchen,99,527,Tekna Admin,16,2623.5,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2623.5,0,,,0,0,,0,d561f1b6-cf8d-4740-81ba-b18d3c77cfa3,54101,2623.5,2623.5,,,2623.5,
54362,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W3I7QOBABYGYVG25SKUCDGUGETM,58562.2994,PO-054362,,false,53238.454,5323.8454,796,Feaso Retail Profit,72,527,Tekna Admin,16,58562.2994,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,58562.2994,0,,false,58562.2994,0,,0,d561f1b6-cf8d-4740-81ba-b18d3c77cfa3,54362,58562.2994,58562.2994,false,,58562.2994,
54363,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WZ3C24MGDM2RREKEU77JSZ5ZUL7,58561.1994,PO-054363,,false,53237.454,5323.7454,797,Feaso Contingency,72,527,Tekna Admin,16,58561.1994,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,58561.1994,0,,false,58561.1994,0,,0,d561f1b6-cf8d-4740-81ba-b18d3c77cfa3,54363,58561.1994,58561.1994,false,,58561.1994,
54116,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5VBELOBJ3PPZBLXCV6MXROLRFG,450.681,PO-054116,,true,409.71,40.971,648,Req Pressure Wash and External Areas,99,533,A1 Builders Finals Services Group,16,450.681,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,450.681,0,,,0,0,,0,631c7102-529e-4278-95f0-7375a9e2ff3e,54116,450.681,450.681,,,450.681,
54102,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4SU6U2KMMMZJG3IDAW6CWZ63ZG,2611.4,PO-054102,,true,2374,237.4,343,Req Gapping To Skirting and Expansion Joints,99,533,A1 Builders Finals Services Group,16,2611.4,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,2611.4,0,,,0,0,,0,631c7102-529e-4278-95f0-7375a9e2ff3e,54102,2611.4,2611.4,,,2611.4,
54072,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2ARGJTI2ULNVEYSLTBEWD6E4SD,903.2815,PO-054072,,true,821.165,82.1165,351,Req Handover Clean,99,533,A1 Builders Finals Services Group,16,903.2815,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,903.2815,0,,,0,0,,0,631c7102-529e-4278-95f0-7375a9e2ff3e,54072,903.2815,903.2815,,,903.2815,
54060,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W47WTAQDA72UJGYW372XAUMPB7N,732.732,PO-054060,,true,666.12,66.612,239,Req Builders Clean,99,533,A1 Builders Finals Services Group,16,732.732,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,732.732,0,,,0,0,,0,631c7102-529e-4278-95f0-7375a9e2ff3e,54060,732.732,732.732,,,732.732,
54090,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W2QBFSHTF2TPBCZONSY5BUBRPDX,903.2815,PO-054090,,true,821.165,82.1165,240,Req Builders Reclean,99,533,A1 Builders Finals Services Group,16,903.2815,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,903.2815,0,,,0,0,,0,631c7102-529e-4278-95f0-7375a9e2ff3e,54090,903.2815,903.2815,,,903.2815,
54088,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5GB4DP7ROGBZDIQEEANIOENHGW,660,PO-054088,,true,600,60,185,Do Frame Inspection,99,569,AW GEOTECHNICS,16,660,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,660,0,,,0,0,,0,1d61f998-4856-4524-9286-a4cf60d4332b,54088,660,660,,,660,
53487,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYEWARXEOOXXJFYL7ZCXMKJQO5I,1760,PO-053487,,false,1600,160,607,Req Eng Slab Design,127,569,AW GEOTECHNICS,16,1760,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1760,0,,false,1760,0,,0,1d61f998-4856-4524-9286-a4cf60d4332b,53487,1760,1760,false,,1760,KEEP
53486,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7YTOGD3MTAA5G2W2NFOLWW633Y,440,PO-053486,,true,400,40,608,Req Soil Test & Wind Rating,127,569,AW GEOTECHNICS,16,440,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,440,440,AW Geotechnics Pty Ltd,true,0,0,2025-8-15,0,1d61f998-4856-4524-9286-a4cf60d4332b,53486,0,0,false,400,0,KEEP
54132,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYQR6OPC2XQSZCYTZUWQAXUATBV,550,PO-054132,,true,500,50,463,Req Wafflepod Inspection,99,569,AW GEOTECHNICS,16,550,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,550,0,,,0,0,,0,1d61f998-4856-4524-9286-a4cf60d4332b,54132,550,550,,,550,
54169,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6WYPCYQ6C4KZDZEYX3AK6VTIW6GO,2426.6,PO-054169,,,2206,220.6,605,Req Plumbing Approval,127,576,Fluid Building Approvals,16,3426.6,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3426.6,0,,,0,0,,0,bfe10ac5-c303-4040-9065-51cb308bcd31,54169,3426.6,3426.6,,,3426.6,
54174,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W63PRAENJYJJFAJS5DZZQZHCQRE,1.1,PO-054174,,true,1,0.1,617,Req Water Connection,127,576,Fluid Building Approvals,16,1.1,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1.1,0,,,0,0,,0,bfe10ac5-c303-4040-9065-51cb308bcd31,54174,1.1,1.1,,,1.1,
53057,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5MDIB4QMAPU5FKK63YTQMWTHX3,1100,PO-053057,,true,1000,100,609,Req Surveyed Plan Of Block,127,578,Survey Mark,16,1100,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1100,0,GNDD Investments Pty Ltd,true,0,1100,2025-6-12,0,d54e7bfb-75f6-4856-99eb-8c65bb47cb55,53057,1100,1100,false,0,1100,KEEP
54095,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W47MBDXBLU3YFF3C3MAE6G5NEE3,1914,PO-054095,,true,1740,174,494,Req Surveyor to Setout Wafflepod,99,578,Survey Mark,16,1914,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1914,0,,,0,0,,0,d54e7bfb-75f6-4856-99eb-8c65bb47cb55,54095,1914,1914,,,1914,
54080,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W7KOBIJIMYNEJEL5SB6PQJY7RM7,1254,PO-054080,,true,1140,114,494,Req Surveyor to Setout Wafflepod,99,578,Survey Mark,16,1254,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,1254,0,,,0,0,,0,d54e7bfb-75f6-4856-99eb-8c65bb47cb55,54080,1254,1254,,,1254,
54057,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W4ZUUUOSADQTJEL7NOL35EEXN4W,9298.399,PO-054057,,true,8453.09,845.309,212,Req Air Conditioning Fit Off,99,588,Star Airconditioning,16,9298.399,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,9298.399,0,,,0,0,,0,a57e363c-c644-42a9-9d3a-c7baa35a8331,54057,9298.399,9298.399,,,9298.399,
54068,52,,,,,b!lhQU6ZBW-Umi_Zaobz6m1vv4NrY-98VPrK5C6OMWPChTELgREW0MR6R7ya_2bELe,01JH4F6W5SPJ3V43Q5YVALGWUAEQZKMJ4Z,3593.59,PO-054068,,true,3266.9,326.69,213,Req Air Conditioning Rough In,99,588,Star Airconditioning,16,3593.59,,,,90,"Lot 0 (56a) Malbon street, Eight Mile Plains, QLD",15,3593.59,0,,,0,0,,0,a57e363c-c644-42a9-9d3a-c7baa35a8331,54068,3593.59,3593.59,,,3593.59,
