code,description,status,unit,range,range$type,lead_time,has_file,tax_rate_id,tax_rate,code_description,profile,delivery_confirmation,price,default_supplier,req_multi_colour,req_profile,req_specification,boq_only,default_supplier_id,specification_image_ok,req_product_colour_image,category_id,category
WALLINSQUOTE,Wall and Insulation as per Quote,Active,Each,,,10,,1,GST,WALLINSQUOTE : Wall and Insulation as per Quote,,2,1,Austral Insulation,FALSE,FALSE,FALSE,TRUE,302,,FALSE,211,ENERGY RATING
WHTGDSQ,White Goods as per Quote,Active,Each,,,5,,1,GST,WHTGDSQ : White Goods as per Quote,,2,1,APPLIANCES,FALSE,FALSE,TRUE,TRUE,323,,TRUE,190,APPLIANCES
CERTQUOTE,Certification as per Quote,Active,Each,,,0,,1,GST,CERTQUOTE : Certification as per Quote,,0,1,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
AIRQUOTE,Airconditioning as per Quote,Active,each,,,20,,1,GST,AIRQUOTE : Airconditioning as per Quote,,2,1,Star Airconditioning,FALSE,FALSE,FALSE,TRUE,325,,,185,AIR CONDITIONING
GASQUOTE,Gas Work as per Quote,Active,Each,,,5,,1,GST,GASQUOTE : Gas Work as per Quote,,2,1,GAS,FALSE,FALSE,FALSE,TRUE,292,,FALSE,196,GAS
BA1650W,Decina Bambino Bath 1650mm Non Slip,Active,each,Bambino - Decina,71,10,,1,GST,BA1650W : Decina Bambino Bath 1650mm Non Slip,FALSE,2,120,Harvey Norman Commercial QLD,FALSE,FALSE,TRUE,FALSE,231,TRUE,TRUE,236,PLUMBING FITOFF GEAR
BLDC,Building Certification,Active,Each,,,0,,1,GST,BLDC : Building Certification,,0,470,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
PLEXWRK,Extra plumbing work/costs as directed,Active,Each,,,5,,1,GST,PLEXWRK : Extra plumbing work/costs as directed,,2,3,PLUMBER,FALSE,FALSE,FALSE,TRUE,272,,FALSE,153,PLUMBER
BA1510W,Decina Bambino Bath 1510mm Non Slip,Active,each,Bambino - Decina,71,10,,1,GST,BA1510W : Decina Bambino Bath 1510mm Non Slip,FALSE,2,154.2,Harvey Norman Commercial QLD,FALSE,FALSE,TRUE,FALSE,231,TRUE,TRUE,236,PLUMBING FITOFF GEAR
IDS,Install Dimmer switch,Active,Each,,,5,,1,GST,IDS : Install Dimmer switch,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
POA,Point of attachment for property poles,Active,Each,,,5,,1,GST,POA : Point of attachment for property poles,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
1081WHT,18 Watt Fluro Bare Batten,Active,each,,,5,,1,GST,1081WHT : 18 Watt Fluro Bare Batten,,2,,,FALSE,FALSE,FALSE,TRUE,280,,TRUE,164,LIGHT FIT
1082WHT,18 Watt Fluro Diffused Batten,Active,each,,,5,,1,GST,1082WHT : 18 Watt Fluro Diffused Batten,,2,,,FALSE,FALSE,FALSE,TRUE,280,,TRUE,164,LIGHT FIT
1086WHT,2 X 36 Watt Fluro Diffusd Batten,Active,each,,,5,,1,GST,1086WHT : 2 X 36 Watt Fluro Diffusd Batten,,2,,,FALSE,FALSE,FALSE,TRUE,280,,TRUE,164,LIGHT FIT
2039K/WHT,2 Light Sensor Spot Light,Active,each,,,5,,1,GST,2039K/WHT : 2 Light Sensor Spot Light,,2,,,FALSE,FALSE,FALSE,TRUE,280,,TRUE,164,LIGHT FIT
2111WHT,Sensor Light Premium,Active,each,,,5,,1,GST,2111WHT : Sensor Light Premium,,2,,,FALSE,FALSE,FALSE,TRUE,280,,TRUE,164,LIGHT FIT
DLEXPOSE,"Exposed Concreter Labour Only (Prep, Steel and Pour)",Active,Sqm,,,5,,1,GST,"DLEXPOSE : Exposed Concreter Labour Only (Prep, Steel and Pour)",,2,70,DRIVEWAY,FALSE,FALSE,FALSE,TRUE,304,,FALSE,217,DRIVEWAY
40MMDG,40mm Drainage Gravel,Active,M3,,,5,,1,GST,40MMDG : 40mm Drainage Gravel,,2,62,LANDSCAPING,FALSE,FALSE,FALSE,TRUE,282,,FALSE,145,LANDSCAPING
KWIKSTAGE,Kwik Stage Scaffod as per Quote,Active,Each,,,5,,1,GST,KWIKSTAGE : Kwik Stage Scaffod as per Quote,,2,1,SCAFFOLD,FALSE,FALSE,FALSE,TRUE,262,,FALSE,138,SCAFFOLD
GUARDRAIL,Guardrail System as per Quote,Active,Each,,,5,,1,GST,GUARDRAIL : Guardrail System as per Quote,,2,1,SCAFFOLD,FALSE,FALSE,FALSE,TRUE,262,,FALSE,138,SCAFFOLD
QBCC ,QBCC Insurance,Active,/1000,,,10,,1,GST,QBCC  : QBCC Insurance,,0,1,QBCC,FALSE,FALSE,FALSE,TRUE,286,,FALSE,192,INSURANCE
CBFEN1800,Colourbond fencing 1800 High,Active,lm,,,14,,1,GST,CBFEN1800 : Colourbond fencing 1800 High,,2,138,Joii Landscaping,FALSE,FALSE,FALSE,TRUE,296,,,144,FENCING
DRWQUOTE,Drawings as per Quote,Active,Each,,,5,,1,GST,DRWQUOTE : Drawings as per Quote,FALSE,2,3500,DRAFTING,FALSE,FALSE,FALSE,TRUE,305,FALSE,FALSE,124,DRAFTING
CARCLEAN,Carpet Cleaning as per Quote,Active,each,,,5,,1,GST,CARCLEAN : Carpet Cleaning as per Quote,,2,1,FLOOR COVERING,,,,,436,,,231,FLOOR COVERING
GSCB,Gate Frame Single 1800 X 820 Colourbond,Active,each,,,5,,1,GST,GSCB : Gate Frame Single 1800 X 820 Colourbond,,2,420,Joii Landscaping,FALSE,FALSE,FALSE,TRUE,296,,FALSE,144,FENCING
GDCB,Gate Frame Double 1800 X 1610 Colourbond,Active,each,,,5,,1,GST,GDCB : Gate Frame Double 1800 X 1610 Colourbond,,2,822,Joii Landscaping,FALSE,FALSE,FALSE,TRUE,296,,FALSE,144,FENCING
PCB,Post Colourbond 50 X 50 X 2400,Active,each,,,5,,1,GST,PCB : Post Colourbond 50 X 50 X 2400,,2,33.6364,FENCING,FALSE,FALSE,FALSE,TRUE,296,,FALSE,144,FENCING
LINEA180,Linea Weatherboard 4200 X 180,Active,Each,,,10,,1,GST,LINEA180 : Linea Weatherboard 4200 X 180,,2,38.23,Bunnings,FALSE,FALSE,FALSE,TRUE,298,,,181,EXTERNAL CLADDING
LINEA150,Linea Weatherboard 4200 X 150,Active,Each,,,10,,1,GST,LINEA150 : Linea Weatherboard 4200 X 150,,2,21.6273,Bunnings,FALSE,FALSE,FALSE,TRUE,298,,,181,EXTERNAL CLADDING
ISI,Install internal room sensors,Active,Each,,,5,,1,GST,ISI : Install internal room sensors,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
DATAQUOTE,Data Communications as per Quote,Active,Each,,,5,,1,GST,DATAQUOTE : Data Communications as per Quote,,2,645,DATA COMMUNICATIONS,FALSE,FALSE,FALSE,TRUE,309,,FALSE,219,DATA COMMUNICATIONS
CIF,Concretor Internal Footings,Active,lm,,,5,,1,GST,CIF : Concretor Internal Footings,,2,12,CONCRETOR,FALSE,FALSE,FALSE,TRUE,311,,,104,CONCRETOR
WS1210,Wet Seal Square 1200 X 1000,Active,Each,,,5,,1,GST,WS1210 : Wet Seal Square 1200 X 1000,,2,274,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1010,Wet Seal Square 1000 X 1000,Active,Each,,,5,,1,GST,WS1010 : Wet Seal Square 1000 X 1000,,2,260,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1310,Wet Seal Square 1300 X 1000,Active,Each,,,5,,1,GST,WS1310 : Wet Seal Square 1300 X 1000,,2,281,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1410,Wet Seal Square 1400 X 1000,Active,Each,,,5,,1,GST,WS1410 : Wet Seal Square 1400 X 1000,,2,288,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1210C,Wet Seal Cut Off Corner 1200 X 1000,Active,Each,,,5,,1,GST,WS1210C : Wet Seal Cut Off Corner 1200 X 1000,,2,274,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS99C,Wet Seal Cut Off Corner 900 X 900,Active,Each,,,5,,1,GST,WS99C : Wet Seal Cut Off Corner 900 X 900,,2,250,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1010C,Wet Seal Cut Off Corner 1000 X 1000,Active,Each,,,5,,1,GST,WS1010C : Wet Seal Cut Off Corner 1000 X 1000,,2,260,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1310C,Wet Seal Cut Off Corner 1300 X 1000,Active,Each,,,5,,1,GST,WS1310C : Wet Seal Cut Off Corner 1300 X 1000,,2,281,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
WS1410C,Wet Seal Cut Off Corner 1400 X 1000,Active,Each,,,5,,1,GST,WS1410C : Wet Seal Cut Off Corner 1400 X 1000,,2,288,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
PERQUOTE,Pergola Quote,Active,Each,,,10,,1,GST,PERQUOTE : Pergola Quote,,2,1,TIMBER FRAME,FALSE,FALSE,FALSE,TRUE,242,,FALSE,178,TIMBER FRAME
TLI,Telstra Lead-In,Active,Each,,,5,,1,GST,TLI : Telstra Lead-In,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
TRI,Telstra Rough In,Active,Each,,,5,,1,GST,TRI : Telstra Rough In,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
TFO,Telstra Fit Off,Active,Each,,,5,,1,GST,TFO : Telstra Fit Off,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
BRICKC,Brick Cleaning,Active,Each,,,5,,1,GST,BRICKC : Brick Cleaning,,2,,,FALSE,FALSE,FALSE,TRUE,257,,FALSE,123,SITE CLEAN
PD520FHLHLHC,Honeycomb Core 2040 X 520 X 35 54mm Face Hole Hinged and Latched LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD520FHLHLHC : Honeycomb Core 2040 X 520 X 35 54mm Face Hole Hinged and Latched LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),TRUE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
PD520FHLHRHC,Honeycomb Core 2040 X 520 X 35 54mm Face Hole Hinged and Latched RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD520FHLHRHC : Honeycomb Core 2040 X 520 X 35 54mm Face Hole Hinged and Latched RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),TRUE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
PD620FHLHLHC,Honeycomb Core 2040 X 620 X 35 54mm Face Hole Hinged and Latched LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD620FHLHLHC : Honeycomb Core 2040 X 620 X 35 54mm Face Hole Hinged and Latched LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD620FHLHRHC,Honeycomb Core 2040 X 620 X 35 54mm Face Hole Hinged and Latched RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD620FHLHRHC : Honeycomb Core 2040 X 620 X 35 54mm Face Hole Hinged and Latched RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD720FHLHLHC,Honeycomb Core 2040 X 720 X 35 54mm Face Hole Hinged and Latched LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD720FHLHLHC : Honeycomb Core 2040 X 720 X 35 54mm Face Hole Hinged and Latched LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD720FHLHRHC,Honeycomb Core 2040 X 720 X 35 54mm Face Hole Hinged and Latched RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD720FHLHRHC : Honeycomb Core 2040 X 720 X 35 54mm Face Hole Hinged and Latched RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD820FHLHLHC,Honeycomb Core 2040 X 820 X 35 54mm Face Hole Hinged and Latched LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD820FHLHLHC : Honeycomb Core 2040 X 820 X 35 54mm Face Hole Hinged and Latched LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD820FHLHRHC,Honeycomb Core 2040 X 820 X 35 54mm Face Hole Hinged and Latched RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD820FHLHRHC : Honeycomb Core 2040 X 820 X 35 54mm Face Hole Hinged and Latched RH Chrome,FALSE,2,48,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD720FHLOHLHC,Honeycomb Core 2040 X 720 X 35 54mm Face Hole and Latched Lift Off Hinge LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD720FHLOHLHC : Honeycomb Core 2040 X 720 X 35 54mm Face Hole and Latched Lift Off Hinge LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD720FHLOHRHC,Honeycomb Core 2040 X 720 X 35 54mm Face Hole and Latched Lift Off Hinge RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD720FHLOHRHC : Honeycomb Core 2040 X 720 X 35 54mm Face Hole and Latched Lift Off Hinge RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD820FHLOHLHC,Honeycomb Core 2040 X 820 X 35 54mm Face Hole and Latched Lift Off Hinge LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD820FHLOHLHC : Honeycomb Core 2040 X 820 X 35 54mm Face Hole and Latched Lift Off Hinge LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD820FHLOHRHC,Honeycomb Core 2040 X 820 X 35 54mm Face Hole and Latched Lift Off Hinge RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD820FHLOHRHC : Honeycomb Core 2040 X 820 X 35 54mm Face Hole and Latched Lift Off Hinge RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD520HOLHC,Honeycomb Core 2040 X 520 X 35 Hinged Only LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD520HOLHC : Honeycomb Core 2040 X 520 X 35 Hinged Only LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD520HORHC,Honeycomb Core 2040 X 520 X 35 Hinged Only RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD520HORHC : Honeycomb Core 2040 X 520 X 35 Hinged Only RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD620HOLHC,Honeycomb Core 2040 X 620 X 35 Hinged Only LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD620HOLHC : Honeycomb Core 2040 X 620 X 35 Hinged Only LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD620HORHC,Honeycomb Core 2040 X 620 X 35 Hinged Only RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD620HORHC : Honeycomb Core 2040 X 620 X 35 Hinged Only RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD720HOLHC,Honeycomb Core 2040 X 720 X 35 Hinged Only LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD720HOLHC : Honeycomb Core 2040 X 720 X 35 Hinged Only LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD720HORHC,Honeycomb Core 2040 X 720 X 35 Hinged Only RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD720HORHC : Honeycomb Core 2040 X 720 X 35 Hinged Only RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD820HOLHC,Honeycomb Core 2040 X 820 X 35 Hinged Only LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD820HOLHC : Honeycomb Core 2040 X 820 X 35 Hinged Only LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD820HORHC,Honeycomb Core 2040 X 820 X 35 Hinged Only RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD820HORHC : Honeycomb Core 2040 X 820 X 35 Hinged Only RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
SJS92HLH,Pine Single Jamb Set Hinged 92 X 19 LH 2040 Chrome,Active,Each,,,5,,1,GST,SJS92HLH : Pine Single Jamb Set Hinged 92 X 19 LH 2040 Chrome,FALSE,2,31.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
SJS92HRH,Pine Single Jamb Set Hinged 92 X 19 RH 2040 Chrome,Active,Each,,,5,,1,GST,SJS92HRH : Pine Single Jamb Set Hinged 92 X 19 RH 2040 Chrome,FALSE,2,31.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
DJS92HORL,Pine Double Jamb Set Hinged Only 92 X 19 RH/LH 2040 Chrome,Active,Each,,,5,,1,GST,DJS92HORL : Pine Double Jamb Set Hinged Only 92 X 19 RH/LH 2040 Chrome,FALSE,2,34.2,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
SJS92LOLH,Pine Single Jamb Set Lift Off Hinge 92 X 19 LH 2040 Chrome,Active,Each,,,5,,1,GST,SJS92LOLH : Pine Single Jamb Set Lift Off Hinge 92 X 19 LH 2040 Chrome,FALSE,2,31.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
SJS92LORH,Pine Single Jamb Set Lift Off Hinge 92 X 19 RH 2040 Chrome,Active,Each,,,5,,1,GST,SJS92LORH : Pine Single Jamb Set Lift Off Hinge 92 X 19 RH 2040 Chrome,FALSE,2,31.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
DJS92LOLH,Pine Double Jamb Set Lift Off Hinge 92 X 19 LH 2040 Chrome,Active,Each,,,5,,1,GST,DJS92LOLH : Pine Double Jamb Set Lift Off Hinge 92 X 19 LH 2040 Chrome,FALSE,2,34.2,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
DJS92LORH,Pine Double Jamb Set Lift Off Hinge 92 X 19 RH 2040 Chrome,Active,Each,,,5,,1,GST,DJS92LORH : Pine Double Jamb Set Lift Off Hinge 92 X 19 RH 2040 Chrome,FALSE,2,34.2,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
SJS92,Pine Single Jamb Set 92 X 19 2040,Active,Each,,,5,,1,GST,SJS92 : Pine Single Jamb Set 92 X 19 2040,FALSE,2,18,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,285,FALSE,FALSE,221,INTERNAL DOORS
RECLEAN,Re-clean before H1 (Day or two before H1),Active,Sqm,,,5,,1,GST,RECLEAN : Re-clean before H1 (Day or two before H1),,2,1.35,A1 Builders Finals Services Group,FALSE,FALSE,FALSE,TRUE,287,,FALSE,137,HOUSE CLEAN
BB20.38,Besser Block Half Height Sill 20.38,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB20.38 : Besser Block Half Height Sill 20.38,,2,1.8182,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
BB20.40,Besser Block Bullnose Sill 20.40,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB20.40 : Besser Block Bullnose Sill 20.40,,2,1.8273,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
BB20.42,Besser Block Channel 20.42,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB20.42 : Besser Block Channel 20.42,,2,2.0091,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
BB20.45,Besser Block Special Cleanout 20.45,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB20.45 : Besser Block Special Cleanout 20.45,,2,2.1818,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
BB20.45A,Besser Block Cleanout Tile 20.45A,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB20.45A : Besser Block Cleanout Tile 20.45A,,2,0.8545,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
BB20.48,Besser Block H Block 20.48,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB20.48 : Besser Block H Block 20.48,,2,2.0182,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
BB50.31C,Besser Block 200mm Cap (40) 50.31C,Active,Each,200 Series - Concrete Block ,71,5,,1,GST,BB50.31C : Besser Block 200mm Cap (40) 50.31C,,2,0.9909,Austral - Rochedale,FALSE,FALSE,FALSE,TRUE,319,,FALSE,107,BRICKS
TPR,Termite Protection As Per Quote,Active,Each,,,5,,1,GST,TPR : Termite Protection As Per Quote,,2,1,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
FGRQ,Fascia & Gutter & Colourbond Roof as per Quote,Active,Each,Colorbond - Bluescope,71,10,,1,GST,FGRQ : Fascia & Gutter & Colourbond Roof as per Quote,,2,1,Joii Roofing,TRUE,TRUE,FALSE,FALSE,438,,FALSE,321,ROOF
PNQ,Pre Nail Lower Frame Quote,Active,Each,,,14,,1,GST,PNQ : Pre Nail Lower Frame Quote,,2,1,TIMBER FRAME,FALSE,FALSE,FALSE,TRUE,242,,FALSE,178,TIMBER FRAME
STEX,External Stairs as Per Quote,Active,Each,,,10,,1,GST,STEX : External Stairs as Per Quote,,2,1,STAIRS,FALSE,FALSE,FALSE,TRUE,252,,FALSE,170,STAIRS
EBQ,External Balustrading (Supply and Install) As Per Quote,Active,Each,,,20,,1,GST,EBQ : External Balustrading (Supply and Install) As Per Quote,,2,1,BALUSTRADING,FALSE,FALSE,FALSE,TRUE,322,,FALSE,188,BALUSTRADING
EDQ,External Deck As Per Quote,Active,Each,,,5,,1,GST,EDQ : External Deck As Per Quote,,2,1,BALUSTRADING,FALSE,FALSE,FALSE,TRUE,322,,FALSE,188,BALUSTRADING
RTWQ,Retaining Wall As Per Quote,Active,Each,,,5,,1,GST,RTWQ : Retaining Wall As Per Quote,,2,1,RETAINING WALL,FALSE,FALSE,FALSE,TRUE,266,,FALSE,146,RETAINING WALL
SSQ,Security System As Per Quote,Active,Each,,,5,,1,GST,SSQ : Security System As Per Quote,FALSE,2,1,ALARMS,FALSE,FALSE,FALSE,TRUE,324,,,208,ALARMS
TPFQ,Temporary Fencing Quote,Active,lm,,,5,,1,GST,TPFQ : Temporary Fencing Quote,,2,8.2545,FENCING,FALSE,FALSE,FALSE,TRUE,296,,FALSE,144,FENCING
PD420FHLHLHC,Honeycomb Core 2040 X 420 X 35 54mm Face Hole Hinged and Latched LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD420FHLHLHC : Honeycomb Core 2040 X 420 X 35 54mm Face Hole Hinged and Latched LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD420FHLHRHC,Honeycomb Core 2040 X 420 X 35 54mm Face Hole Hinged and Latched RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD420FHLHRHC : Honeycomb Core 2040 X 420 X 35 54mm Face Hole Hinged and Latched RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
TFQ,Timber Floor As Per Quote,Active,Each,,,5,,1,GST,TFQ : Timber Floor As Per Quote,,2,1,TIMBER FLOORING,FALSE,FALSE,FALSE,TRUE,243,,FALSE,207,TIMBER FLOORING
SMSQ,Steel Mesh As Per Quote,Active,Each,,,0,,1,GST,SMSQ : Steel Mesh As Per Quote,,0,1,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
PD420HOLHC,Honeycomb Core 2040 X 420 X 35 Hinged Only LH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD420HOLHC : Honeycomb Core 2040 X 420 X 35 Hinged Only LH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
PD420HORHC,Honeycomb Core 2040 X 420 X 35 Hinged Only RH Chrome,Active,each,Honeycomb - Corinthian,71,5,,1,GST,PD420HORHC : Honeycomb Core 2040 X 420 X 35 Hinged Only RH Chrome,FALSE,2,43.5,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,FALSE,285,FALSE,TRUE,221,INTERNAL DOORS
GP,Gully Pits,Active,Each,,,5,,1,GST,GP : Gully Pits,,2,76,PLUMBER,FALSE,FALSE,FALSE,TRUE,272,,FALSE,153,PLUMBER
PBQ,Plasterboard Supply and Fix As Per Quote,Active,Each,,,21,,1,GST,PBQ : Plasterboard Supply and Fix As Per Quote,,2,1,PLASTER BOARD,FALSE,FALSE,FALSE,TRUE,274,,FALSE,161,PLASTER BOARD
EQ,Electrical Quote As Per Quote,Active,Each,,,5,,1,GST,EQ : Electrical Quote As Per Quote,,2,1,ELECTRICAL,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
SQ,Site Cut As Per Quote,Active,each,,,5,,1,GST,SQ : Site Cut As Per Quote,,2,1,,FALSE,FALSE,FALSE,TRUE,256,,FALSE,209,SITE WORKS
